Empresa,Yhaguy R,
,,
CODIGO,STOCK,ORIGEN
TOY N-40,0,INVENTARIO
M2647,0,INVENTARIO
BZM-1658,1,INVENTARIO
MB-168,6,INVENTARIO
M1463,2,INVENTARIO
SC 1355381,13,INVENTARIO
SC 1381479,2,INVENTARIO
SC 1381480,0,INVENTARIO
GB-1064,2,INVENTARIO
GAU GB-1006,1,INVENTARIO
GB-1069,3,INVENTARIO
BEP B018H,0,INVENTARIO
GAU GB-1005,1,INVENTARIO
SC 38864,0,INVENTARIO
MB-240,2,INVENTARIO
GAU GB-1065,8,INVENTARIO
TRA 44999/004,0,INVENTARIO
BEP B063O,9,INVENTARIO
BEP B063L,1,INVENTARIO
IND-552000-1,1,INVENTARIO
SAM 041.421,1,INVENTARIO
SC 1518142,1,INVENTARIO
CON C-2611,8,INVENTARIO
CON C-2603,4,INVENTARIO
CON 2159,1,INVENTARIO
CON C-2600,2,INVENTARIO
VAR RCCM 0004.7,1,INVENTARIO
VAR RCCM 2783.2,2,INVENTARIO
CON C-2602,2,INVENTARIO
VET VBO-10353,2,INVENTARIO
SCH 10.183,2,INVENTARIO
SCH 10.172,2,INVENTARIO
SCH 10.057,1,INVENTARIO
SCH 10.333,1,INVENTARIO
SCH 10.227,1,INVENTARIO
SCH 10.170,1,INVENTARIO
SCH 10.176,1,INVENTARIO
SCH 10.217,1,INVENTARIO
NAK NKBA-05314,0,INVENTARIO
BEP B059E,6,INVENTARIO
VET VBD-400,1,INVENTARIO
URB UB0608,2,INVENTARIO
NAK NKBA-05610,1,INVENTARIO
01/02/29,1,INVENTARIO
SCH 20.084,1,INVENTARIO
VET VBD-991,2,INVENTARIO
NAK NKBA-11980,1,INVENTARIO
SCH 20.144,2,INVENTARIO
SCH 20.144.A,1,INVENTARIO
SCH 20.195,1,INVENTARIO
VET VBD-988,1,INVENTARIO
SCH 20.195A,1,INVENTARIO
VET VBD-989,1,INVENTARIO
NAK NKBA-11986,1,INVENTARIO
SCH 20.245,1,INVENTARIO
SC-391543,0,INVENTARIO
NTI 1358801,1,INVENTARIO
NTI 1927829,1,INVENTARIO
SC 1523400,1,INVENTARIO
CON CO-2614,4,INVENTARIO
PRIO 1756460,1,INVENTARIO
SAM 1355979,1,INVENTARIO
WAY 51.032,5,INVENTARIO
SC 1457709,1,INVENTARIO
SAM 041094,1,INVENTARIO
FRT-180437,1,INVENTARIO
SAM 041096,1,INVENTARIO
VAR RCCE 0011.4,3,INVENTARIO
VAR RCCE 0031.9,1,INVENTARIO
VAR RCCE 0023.8,0,INVENTARIO
SC-1389,2,INVENTARIO
SC-1390,1,INVENTARIO
BOS 1307770,1,INVENTARIO
FLA 82 0651,2,INVENTARIO
MB-167,0,INVENTARIO
SC-2277,4,INVENTARIO
RIO 41.369.035,15,INVENTARIO
RIO 41.152.020,10,INVENTARIO
SC 1361475,1,INVENTARIO
MARI IM-11031,4,INVENTARIO
MARI IM-11039,4,INVENTARIO
QUI QA-1565,2,INVENTARIO
MB-163,2,INVENTARIO
ER1505,1,INVENTARIO
M2412,1,INVENTARIO
NAK N-664,1,INVENTARIO
NAK N-581,1,INVENTARIO
NAK N-663,3,INVENTARIO
MB-6823,1,INVENTARIO
S4150,1,INVENTARIO
S3377,2,INVENTARIO
S983,1,INVENTARIO
MB-2446,1,INVENTARIO
M2875,5,INVENTARIO
SC-3384,3,INVENTARIO
SC-653,0,INVENTARIO
SPI 04-897-1,1,INVENTARIO
SPI 04-859-1,1,INVENTARIO
SPI 04-879-1,1,INVENTARIO
M241,2,INVENTARIO
NAK NC-14012,1,INVENTARIO
SPI 04-791-2,1,INVENTARIO
MEC FL-1367,1,INVENTARIO
SPI 04-870-1,1,INVENTARIO
NAK NC-04003,2,INVENTARIO
SPI 4-4-7901-2,1,INVENTARIO
SPI 04-852-1,1,INVENTARIO
NAK NC-14002,1,INVENTARIO
SPI 04-898-1,1,INVENTARIO
MEC FL-1471,2,INVENTARIO
REI S-400,1,INVENTARIO
MEC FL-1477,1,INVENTARIO
S3169,2,INVENTARIO
SPI 01-294C,1,INVENTARIO
NAK NC-04002,1,INVENTARIO
MEC FL-1371,3,INVENTARIO
SPI 04-857-1,1,INVENTARIO
NAK NC-14005,3,INVENTARIO
SPI 04-895-1,2,INVENTARIO
MB-183,5,INVENTARIO
MB-2529,2,INVENTARIO
SC-5154,0,INVENTARIO
MB-151,2,INVENTARIO
M379,3,INVENTARIO
S238,0,INVENTARIO
REI R-364,11,INVENTARIO
REI R-197,14,INVENTARIO
REI R-365,4,INVENTARIO
M134,31,INVENTARIO
M2815,30,INVENTARIO
SC-3135,12,INVENTARIO
SC-3475,0,INVENTARIO
SC-5131,6,INVENTARIO
SC-5277,2,INVENTARIO
SC-5276,9,INVENTARIO
M2749,0,INVENTARIO
REI R-496,7,INVENTARIO
REI R-496A,8,INVENTARIO
REI R-806,1,INVENTARIO
REI R-328,7,INVENTARIO
REI R-832,6,INVENTARIO
MAH G48016 STD,12,INVENTARIO
MAH G48017 STD,6,INVENTARIO
MAH G48591 STD,1,INVENTARIO
MET BG-526 U STD,0,INVENTARIO
MAH G76563 STD,48,INVENTARIO
MAH G76529 STD,1,INVENTARIO
M2442,16,INVENTARIO
MAH G76163 STD,20,INVENTARIO
QUI QA-1737,2,INVENTARIO
M3099,1,INVENTARIO
SC 1343134,20,INVENTARIO
REI R-813,8,INVENTARIO
REI R-805,12,INVENTARIO
PRIO 1343134,0,INVENTARIO
SC-1391830,5,INVENTARIO
SC-1377562,0,INVENTARIO
S3863,20,INVENTARIO
SC-1305109,1,INVENTARIO
SAM 040.575,0,INVENTARIO
RDA0705,2,INVENTARIO
MB-700,12,INVENTARIO
SC-1571,19,INVENTARIO
MAH H48034 050,2,INVENTARIO
MAH H48034 STD,20,INVENTARIO
CIP 289336,4,INVENTARIO
S1237,7,INVENTARIO
M2947,1,INVENTARIO
S1213,7,INVENTARIO
SC-141168,7,INVENTARIO
SC-560,24,INVENTARIO
SC-565,10,INVENTARIO
BOE 0108,2,INVENTARIO
S4815,11,INVENTARIO
FAL 45094,1,INVENTARIO
S3632,0,INVENTARIO
FAL 45084,0,INVENTARIO
M2374,8,INVENTARIO
SC-5402,0,INVENTARIO
S3226,4,INVENTARIO
REI R-392,9,INVENTARIO
REI R-477,3,INVENTARIO
REI R-733,16,INVENTARIO
SC 1516496,13,INVENTARIO
REI R-390,1,INVENTARIO
REI R-458,1,INVENTARIO
REI R-459,2,INVENTARIO
SC 1344190,10,INVENTARIO
REI R-044,3,INVENTARIO
REI R-475,14,INVENTARIO
SC-910,2,INVENTARIO
S3293,7,INVENTARIO
S776,23,INVENTARIO
S1069,0,INVENTARIO
SC 1386453,4,INVENTARIO
S562,10,INVENTARIO
MAH H48098 STD,1,INVENTARIO
KS 77.73.8600 STD,1,INVENTARIO
MAH H76020 0.50,3,INVENTARIO
MAH H76141,1,INVENTARIO
SC-2368,6,INVENTARIO
CIP 813245,17,INVENTARIO
S3348,18,INVENTARIO
REI R-462,22,INVENTARIO
REI R-463,10,INVENTARIO
M191,8,INVENTARIO
SC-1405402,2,INVENTARIO
CIP 244780,0,INVENTARIO
M139,5,INVENTARIO
CIP 1334539,7,INVENTARIO
M1427,1,INVENTARIO
M1428,6,INVENTARIO
S4065,0,INVENTARIO
S1225,4,INVENTARIO
S1226,61,INVENTARIO
M2009,6,INVENTARIO
S2779,16,INVENTARIO
SC-1223,11,INVENTARIO
S2255,12,INVENTARIO
S550,17,INVENTARIO
M1642,1,INVENTARIO
MB-2212,0,INVENTARIO
SC 154261,16,INVENTARIO
MB-2573,19,INVENTARIO
MB-3158,1,INVENTARIO
S5311,0,INVENTARIO
