Empresa,Yhaguy,,,,,,,,
,,,,,,,,,
CODIGO,DESCRIPCION,FAMILIA,GRUPO,MARCA,APLICACION,MODELO,LINEA,PESO,VOLUMEN
MKT 16,SILLA DIRECTOR GT,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 29,TERMO TERERE TOYO,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
@BUFANDA,BUFANDA VALVOLINE,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
@MOCHILA,MOCHILA VALVOLINE,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 09,CAMPERA BORDADA GT,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
@KIT MATE,KIT MATE VALVOLINE,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
@KIT TERERE,KIT TERERE VALVOLINE,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 124,SILLA PESCADOR HELIAR,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 123,SILLA DIRECTOR HELIAR,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 121,TERMO P/TERERE HELIAR,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 167,FRIGOBAR 120L / BLANCO,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 12,CAMISA BORDADA M/C INA,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 08,TERMO TERERE VALVOLINE,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 96,CUBRE CAPOT VALVOLINE,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 83,TOHALLITA DE MANO -  GT,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 01,REMERA VALVOLINE NEGRO,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 140,EXHIBIDORES DE GRAXAZUL,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
ART. PROM.,ARTICULOS PROMOCIONALES,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 25,CHALECO P/MECANICO TOYO,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
@CHALECO AZUL,CHALECO AZUL VALVOLINE,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 10,ROMPEVIENTO BORDADO REI,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 163,OFICIAL AZULGRANA - 2013,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
@CAMISA,CAMISA VALVOLINE CELESTE,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 06,AUSPICIOS PROMOCIONALES,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 15,MESA DE MADERA REDONDA GT,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 110,EXHIBIDOR DE METAL PLATIN,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 72,LLAVERO METALICO - YHAGUY,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 129,REMERA POLO VALVOLINE ROJO,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 122,"EXHIBIDOR PLATIN 1,16X0,90",MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 166,BATERIAS RECICLADAS - PROMO,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 131,SILLA PLEGADISA  VALVOLINE,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 125,REMERA CUELLO REDONDO HELIAR,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 11,CAMISA BORDADA M/L VALVOLINE,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 161,KOMBAT OFICIAL OLIMPIA - KAPPA,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 137,GUAMPA C/BOMBILLA - VALVOLINE,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 126,REMERA CUELLO REDONDO VALVOLINE,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 13,"REMERA COLOR NEGRO CUELLO ""V"" GT",MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 73,TERMO CON SERIGRAFIA COOPERTIRES,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 145,EXHIBIDOR DE BATERIA TAPE RUVICHA,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 154,YERBA CAMPESINO TRADICIONAL 500GR.,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 157,VINO ESPUMANTE 200ML HENKELL - ROSE,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 107,EXHIBIDOR DE METAL GT RADIAL MEDIANO,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 156,VINO ESPUMANTE 200L HENKELL - PICOLO,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 152,WHISKYS JONNIE WALKER - DOUBLE BLACK,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 78,JHONNIE WALKER - RED LABEL  24X500 ML,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
22299/050,JGO.CUBIERTO 24 PZAS.22299/050 TR.,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT SAC 12216,BOLIGRAFO SACHS,MARKETING,SYD,SACHS,Sin Color,VARIOS,PESADA,0,0
MKT SAC 12226,REMERA SACHS POLO L,MARKETING,SYD,SACHS,Sin Color,VARIOS,PESADA,0,0
MKT SAC 12227,REMERA SACHS POLO XL,MARKETING,SYD,SACHS,Sin Color,VARIOS,PESADA,0,0
MKT SAC 12236,LLAVERO SACHS,MARKETING,SYD,SACHS,Sin Color,VARIOS,PESADA,0,0
MKT SAC 12146,KEPI SACHS,MARKETING,SYD,SACHS,Sin Color,VARIOS,PESADA,0,0
MKT SAC 12256,BILLETERA SACHS,MARKETING,SYD,SACHS,Sin Color,VARIOS,PESADA,0,0
MKT SAC 11961,BILLETERA SACHS,MARKETING,SYD,SACHS,Sin Color,VARIOS,PESADA,0,0
MKT SAC 12185,TAZA SACHS,MARKETING,SYD,SACHS,Sin Color,VARIOS,PESADA,0,0
MKT LEM 05612,KEPI LEMFORDER,MARKETING,SYD,LEMFORDER,Sin Color,VARIOS,PESADA,0,0
MKT LEM 05174,RADIO LEMFORDER,MARKETING,SYD,LEMFORDER,Sin Color,VARIOS,PESADA,0,0
MKT 354,REMERAS RACING L  (PROMO),MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,MERCHANDISING,0,0
MKT 358,REMERAS LUBRICANTES L (PROMO),MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,MERCHANDISING,0,0
MKT 360,CAMPERA POLAR VALVOLINE RACING,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,MERCHANDISING,0,0
MKT 355,REMERAS RACING M (PROMO),MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,MERCHANDISING,0,0
MKT 356,REMERAS RACING P (PROMO),MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,MERCHANDISING,0,0
MKT 353,REMERAS RACING XL  (PROMO),MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,MERCHANDISING,0,0
MKT 357,REMERAS LUBRICANTES XL (PROMO),MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,MERCHANDISING,0,0
MER-061,BOLSO AUDI C/ RUEDITAS (GOLF),MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MER-052,REMERITA TIPO POLO ROJA 146/152,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MKT 310,KEPI SUPERMAN AZUL INFANTIL,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,MERCHANDISING,0,0
MKT 316,KEPI JL BATMAN NEGRO INFANTIL,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,MERCHANDISING,0,0
MKT 312,MELODY MU�ECA,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,MERCHANDISING,0,0
MKT 317,VASO CHICO MINNIE,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,MERCHANDISING,0,0
MKT 319,VASO CHICO TOY STORY,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,MERCHANDISING,0,0
MKT 306,RONDA TRANSFORMACION PRINCESAS,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,MERCHANDISING,0,0
MKT 311,HASBRO SPD HERO MASK,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,MERCHANDISING,0,0
MKT 307,CARS RAYO MCQUEEN,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,MERCHANDISING,0,0
MKT 308,MATTEL BARBIE MAS MODA Y ACCESORIOS,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,MERCHANDISING,0,0
MKT 309,PORCHE BOXTER,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,MERCHANDISING,0,0
MKT 314,AUDI A1,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,MERCHANDISING,0,0
MKT 313,BMW Z8,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,MERCHANDISING,0,0
MKT 315,AUDI TT,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,MERCHANDISING,0,0
MKT 380,BOLSON COMUN DE NYLON VALVOLINE,MARKETING,MERCHANDISING,VALVOLINE,Sin Color,VARIOS,PROMOCION,0,0
MKT 116,VINO TINTO CONCHA Y TORO EXPORTACION,MARKETING,MERCHANDISING,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MKT 411,VINO CASILLERO DEL DIABLO MALBEC,MARKETING,BEBIDAS,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MKT 404,JHONNIE WALKER - BLUE MAS CARRY ON,MARKETING,BEBIDAS,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MKT 410,VINO TERRUNYO CARMENERE CONCHA Y TORO,MARKETING,BEBIDAS,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MKT 405,JHONNIE WALKER - GOLD RESERVE 75CL 06X01,MARKETING,BEBIDAS,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MKT 409,VINO MARQUES DE CASA CONCHA CABERNET SAUVIGNON,MARKETING,BEBIDAS,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MKT 408,JHONNIE WALKER & SONS - PRIVATE COLLECTION 700ML,MARKETING,BEBIDAS,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MKT BOTI,BOTINERA CHAMPION,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,MERCHANDISING,0,0
MER-037,LLAVERO A8,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MKT AGER,AGERNOS 2015,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MER-039,RI�ONERAS AUDI,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MKT 329,PACK BRAHMA X 12,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MER-035,LLAVERO DE CUERO RS NEGRO,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MER-066,REMERA POLO DE GOLF DAMA S,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MER-045,MOLETON CON CAPUCHA 122/128,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MER065,REMERA POLO DE GOLF DAMA XL,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MER-043,PULOVER V HOMBRE Q5 NEGRO L,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MER-038,LENTES DE SOL NEGRO DE MUJER,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
PUNTO100,PUNTOS PROMO YHAGUY TE DA MAS,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MKT HAMA,HAMACAS REGALOS FIN DE A�O 2014,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MER-055,REMERITA TIPO POLO ROJA 122/128,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MER-060,REMERA POLO AUDI SPORT DAMA-RED,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MER-064,REMERA POLO AUDI SPORT DAMA BI XL,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MER-044,MOLETON CON CAPUCHA 110/116 98/104,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MER-063,REMERA POLO AUDI SPORT DAMA-BI XXL,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MER-056,REMERA AMARILLA PARA CHICOS 122/128,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MER-057,REMERA AMARILLA PARA CHICOS 134/140,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MER-058,REMERA AMARILLA PARA CHICOS 146/152,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MER-049,REMERITAS PARA CRIATURAS LILA 74/80,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MER-050,REMERITAS PARA CRIATURAS LILA 86/91,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MER-062,REMERA POLO R8 NEGRAS CAJAS L DAMAS,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MKT ASA,SET DE ASADO PARA REGALOS FIN DE A�O,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MER-046,MOLETON CON CAPUCHA C/ NARANJA 86/92,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MER-059,REMERA POLO LE MANS C/ RAYAS DAMA SMALL,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MER-053,REMERA TIPO POLO C/ RAYAS CRIATURAS 86/92,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MKT CALE,CALENDARIO DE PARED REGALO FIN DE A�O 2004,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MER-054,REMERA TIPO POLO C/ RAYAS CRIATURAS 110/114,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MER-051,REMERA TIPO POLO C/ RAYAS CRIATURAS 110/116,MARKETING,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MKT 351,CHAQUETA VALVOLINE,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,MERCHANDISING,0,0
MKT CALME,CALENDARIO DE MESA,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 005,PROMO REMERA VALVOLINE,MARKETING,MERCHANDISING,VALVOLINE,Sin Color,VARIOS,Sin linea,0,0
CONS 420,DORITOS QUESO 75G,MARKETING,MERCHANDISING,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
MKT 003,EXHIBIDOR VALVOLINE,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
MKT 004,MINI TOTTEN VALVOLINE,MARKETING,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
