Empresa,Yhaguy,,,,,,
,,,,,,,
RAZONSOCIAL,NRODOCUMENTO,CONCEPTO,EMISION,VENCIMIENTO,IMPORTE,SALDO,IDCUENTA
YHAGUY BATERIAS S.A.,13.630,Compras  CREDITO,19/10/2017,19/10/2017,54766452,54766452,58348
YHAGUY BATERIAS S.A.,13.631,Compras  CREDITO,19/10/2017,19/10/2017,22298800,22298800,58348
YHAGUY BATERIAS S.A.,13.632,Compras  CREDITO,19/10/2017,19/10/2017,1506000,1506000,58348
YHAGUY BATERIAS S.A.,13.626,Compras  CREDITO,19/10/2017,19/10/2017,740480,740480,58348
YHAGUY BATERIAS S.A.,13.670,Compras  CREDITO,20/10/2017,20/10/2017,240700,240700,58348
YHAGUY BATERIAS S.A.,13.848,Compras  CREDITO,26/10/2017,26/10/2017,13590928,13590928,58348
YHAGUY BATERIAS S.A.,13.891,Compras  CREDITO,27/10/2017,27/10/2017,5596864,5596864,58348
YHAGUY BATERIAS S.A.,14.034,Compras  CREDITO,31/10/2017,31/10/2017,38694384,38694384,58348
YHAGUY BATERIAS S.A.,14.035,Compras  CREDITO,31/10/2017,31/10/2017,2884536,2884536,58348
YHAGUY BATERIAS S.A.,14.075,Compras  CREDITO,1/11/2017,1/11/2017,5832000,5832000,58348
YHAGUY BATERIAS S.A.,14.153,Compras  CREDITO,6/11/2017,6/11/2017,7290000,7290000,58348
YHAGUY BATERIAS S.A.,14.229,Compras  CREDITO,7/11/2017,7/11/2017,14998000,14998000,58348
YHAGUY BATERIAS S.A.,14.277,Compras  CREDITO,8/11/2017,8/11/2017,41504000,41504000,58348
YHAGUY BATERIAS S.A.,14.430,Compras  CREDITO,13/11/2017,13/11/2017,15427000,15427000,58348
YHAGUY BATERIAS S.A.,14.519,Compras  CREDITO,15/11/2017,15/11/2017,5988000,5988000,58348
YHAGUY BATERIAS S.A.,14.574,Compras  CREDITO,16/11/2017,16/11/2017,19234000,19234000,58348
YHAGUY BATERIAS S.A.,14.670,Compras  CREDITO,20/11/2017,20/11/2017,6660000,6660000,58348
YHAGUY BATERIAS S.A.,14.764,Compras  CREDITO,22/11/2017,22/11/2017,560000,560000,58348
YHAGUY BATERIAS S.A.,14.811,Compras  CREDITO,23/11/2017,23/11/2017,45884000,45884000,58348
YHAGUY BATERIAS S.A.,14.812,Compras  CREDITO,23/11/2017,23/11/2017,5438000,5438000,58348
YHAGUY BATERIAS S.A.,15.186,Compras  CREDITO,4/12/2017,4/12/2017,241000,241000,58348
YHAGUY BATERIAS S.A.,15.333,Compras  CREDITO,11/12/2017,11/12/2017,2648000,2648000,58348
YHAGUY BATERIAS S.A.,15.332,Compras  CREDITO,11/12/2017,11/12/2017,8432000,8432000,58348
YHAGUY BATERIAS S.A.,15.388,Compras  CREDITO,12/12/2017,12/12/2017,6120000,6120000,58348
YHAGUY BATERIAS S.A.,15.504,Compras  CREDITO,14/12/2017,14/12/2017,35068000,35068000,58348
YHAGUY BATERIAS S.A.,15.618,Compras  CREDITO,19/12/2017,19/12/2017,401000,401000,58348
YHAGUY BATERIAS S.A.,15.632,Compras  CREDITO,19/12/2017,19/12/2017,20375000,20375000,58348
YHAGUY BATERIAS S.A.,15.633,Compras  CREDITO,19/12/2017,19/12/2017,32025000,32025000,58348
YHAGUY BATERIAS S.A.,15.776,Compras  CREDITO,22/12/2017,22/12/2017,42544000,42544000,58348
YHAGUY BATERIAS S.A.,15.777,Compras  CREDITO,22/12/2017,22/12/2017,5495000,5495000,58348
YHAGUY BATERIAS S.A.,15.858,Compras  CREDITO,26/12/2017,26/12/2017,3996000,3996000,58348
YHAGUY BATERIAS S.A.,15.865,Compras  CREDITO,26/12/2017,26/12/2017,1136000,1136000,58348
YHAGUY BATERIAS S.A.,16.059,Compras  CREDITO,30/12/2017,30/12/2017,501130883,501130883,58348
YHAGUY BATERIAS S.A.,16.078,Compras  CREDITO,2/1/2018,2/1/2018,15474000,15474000,58348
YHAGUY BATERIAS S.A.,16.127,Compras  CREDITO,3/1/2018,3/1/2018,437000,437000,58348
YHAGUY BATERIAS S.A.,16.151,Compras  CREDITO,4/1/2018,4/1/2018,1628000,1628000,58348
YHAGUY BATERIAS S.A.,16.225,Compras  CREDITO,5/1/2018,5/1/2018,24073000,24073000,58348
YHAGUY BATERIAS S.A.,16.224,Compras  CREDITO,5/1/2018,5/1/2018,2711000,2711000,58348
YHAGUY BATERIAS S.A.,16.215,Compras  CREDITO,5/1/2018,5/1/2018,38640000,38640000,58348
YHAGUY BATERIAS S.A.,16.243,Compras  CREDITO,6/1/2018,6/1/2018,14816000,14816000,58348
YHAGUY BATERIAS S.A.,16.401,Compras  CREDITO,11/1/2018,11/1/2018,4010000,4010000,58348
YHAGUY BATERIAS S.A.,16.612,Compras  CREDITO,17/1/2018,17/1/2018,670000,670000,58348
YHAGUY BATERIAS S.A.,16.622,Compras  CREDITO,17/1/2018,17/1/2018,14221000,14221000,58348
YHAGUY BATERIAS S.A.,16.623,Compras  CREDITO,17/1/2018,17/1/2018,1832000,1832000,58348
YHAGUY BATERIAS S.A.,16.656,Compras  CREDITO,18/1/2018,18/1/2018,41179000,41179000,58348
YHAGUY BATERIAS S.A.,16.657,Compras  CREDITO,18/1/2018,18/1/2018,4642000,4642000,58348
YHAGUY BATERIAS S.A.,16.732,Compras  CREDITO,22/1/2018,22/1/2018,33000,33000,58348
YHAGUY BATERIAS S.A.,16.740,Compras  CREDITO,22/1/2018,22/1/2018,8088000,8088000,58348
YHAGUY BATERIAS S.A.,16.748,Compras  CREDITO,22/1/2018,22/1/2018,2516000,2516000,58348
YHAGUY BATERIAS S.A.,16.826,Compras  CREDITO,24/1/2018,24/1/2018,25715000,25715000,58348
YHAGUY BATERIAS S.A.,16.827,Compras  CREDITO,24/1/2018,24/1/2018,1500000,1500000,58348
YHAGUY BATERIAS S.A.,16.804,Compras  CREDITO,24/1/2018,24/1/2018,3672000,3672000,58348
YHAGUY BATERIAS S.A.,16.867,Compras  CREDITO,25/1/2018,25/1/2018,8020000,8020000,58348
YHAGUY BATERIAS S.A.,16.916,Compras  CREDITO,26/1/2018,26/1/2018,4245000,4245000,58348
YHAGUY BATERIAS S.A.,17.000,Compras  CREDITO,29/1/2018,29/1/2018,401000,401000,58348
YHAGUY BATERIAS S.A.,17.051,Compras  CREDITO,31/1/2018,31/1/2018,20226000,20226000,58348
YHAGUY BATERIAS S.A.,17.136,Compras  CREDITO,1/2/2018,1/2/2018,2703000,2703000,58348
YHAGUY BATERIAS S.A.,17.186,Compras  CREDITO,2/2/2018,2/2/2018,7190000,7190000,58348
YHAGUY BATERIAS S.A.,17.176,Compras  CREDITO,2/2/2018,2/2/2018,300000,300000,58348
YHAGUY BATERIAS S.A.,17.266,Compras  CREDITO,6/2/2018,6/2/2018,6471000,6471000,58348
YHAGUY BATERIAS S.A.,17.418,Compras  CREDITO,9/2/2018,9/2/2018,2876000,2876000,58348
YHAGUY BATERIAS S.A.,17.400,Compras  CREDITO,9/2/2018,9/2/2018,3360000,3360000,58348
YHAGUY BATERIAS S.A.,17.431,Compras  CREDITO,10/2/2018,10/2/2018,3330000,3330000,58348
YHAGUY BATERIAS S.A.,17.439,Compras  CREDITO,12/2/2018,12/2/2018,24270000,24270000,58348
YHAGUY BATERIAS S.A.,17.440,Compras  CREDITO,12/2/2018,12/2/2018,12135000,12135000,58348
YHAGUY BATERIAS S.A.,17.441,Compras  CREDITO,12/2/2018,12/2/2018,594000,594000,58348
YHAGUY BATERIAS S.A.,17.466,Compras  CREDITO,12/2/2018,12/2/2018,22061000,22061000,58348
YHAGUY BATERIAS S.A.,17.476,Compras  CREDITO,13/2/2018,13/2/2018,1790000,1790000,58348
YHAGUY BATERIAS S.A.,17.606,Compras  CREDITO,16/2/2018,16/2/2018,18270000,18270000,58348
YHAGUY BATERIAS S.A.,17.610,Compras  CREDITO,16/2/2018,16/2/2018,9661000,9661000,58348
YHAGUY BATERIAS S.A.,17.774,Compras  CREDITO,22/2/2018,22/2/2018,9924000,9924000,58348
YHAGUY BATERIAS S.A.,17.956,Compras  CREDITO,28/2/2018,28/2/2018,5776000,5776000,58348
YHAGUY BATERIAS S.A.,17.957,Compras  CREDITO,28/2/2018,28/2/2018,2992000,2992000,58348
YHAGUY BATERIAS S.A.,18.055,Compras  CREDITO,5/3/2018,5/3/2018,13550000,13550000,58348
YHAGUY BATERIAS S.A.,18.063,Compras  CREDITO,5/3/2018,5/3/2018,42400000,42400000,58348
YHAGUY BATERIAS S.A.,18.108,Compras  CREDITO,7/3/2018,7/3/2018,1458000,1458000,58348
YHAGUY BATERIAS S.A.,18.157,Compras  CREDITO,7/3/2018,7/3/2018,3090000,3090000,58348
YHAGUY BATERIAS S.A.,18.201,Compras  CREDITO,8/3/2018,8/3/2018,3966000,3966000,58348
YHAGUY BATERIAS S.A.,18.302,Compras  CREDITO,12/3/2018,12/3/2018,18860000,18860000,58348
YHAGUY BATERIAS S.A.,18.303,Compras  CREDITO,12/3/2018,12/3/2018,18589000,18589000,58348
YHAGUY BATERIAS S.A.,18.319,Compras  CREDITO,13/3/2018,13/3/2018,330000,330000,58348
YHAGUY BATERIAS S.A.,18.331,Compras  CREDITO,13/3/2018,13/3/2018,1206000,1206000,58348
YHAGUY BATERIAS S.A.,18.362,Compras  CREDITO,14/3/2018,14/3/2018,2386000,2386000,58348
YHAGUY BATERIAS S.A.,18.417,Compras  CREDITO,15/3/2018,15/3/2018,335000,335000,58348
YHAGUY BATERIAS S.A.,18.599,Compras  CREDITO,20/3/2018,20/3/2018,1698000,1698000,58348
YHAGUY BATERIAS S.A.,18.634,Compras  CREDITO,21/3/2018,21/3/2018,9384000,9384000,58348
YHAGUY BATERIAS S.A.,18.633,Compras  CREDITO,21/3/2018,21/3/2018,24141000,24141000,58348
YHAGUY BATERIAS S.A.,18.664,Compras  CREDITO,21/3/2018,21/3/2018,1644000,1644000,58348
YHAGUY BATERIAS S.A.,18.706,Compras  CREDITO,22/3/2018,22/3/2018,942000,942000,58348
YHAGUY BATERIAS S.A.,18.684,Compras  CREDITO,22/3/2018,22/3/2018,13008000,13008000,58348
YHAGUY BATERIAS S.A.,18.668,Compras  CREDITO,22/3/2018,22/3/2018,24300000,24300000,58348
YHAGUY BATERIAS S.A.,18.728,Compras  CREDITO,23/3/2018,23/3/2018,4374000,4374000,58348
YHAGUY BATERIAS S.A.,18.737,Compras  CREDITO,23/3/2018,23/3/2018,6792000,6792000,58348
YHAGUY BATERIAS S.A.,18.787,Compras  CREDITO,26/3/2018,26/3/2018,1224000,1224000,58348
YHAGUY BATERIAS S.A.,18.784,Compras  CREDITO,26/3/2018,26/3/2018,7500000,7500000,58348
YHAGUY BATERIAS S.A.,18.778,Compras  CREDITO,26/3/2018,26/3/2018,482000,482000,58348
YHAGUY BATERIAS S.A.,18.775,Compras  CREDITO,26/3/2018,26/3/2018,482000,482000,58348
YHAGUY BATERIAS S.A.,18.779,Compras  CREDITO,26/3/2018,26/3/2018,13726000,13726000,58348
YHAGUY BATERIAS S.A.,18.841,Compras  CREDITO,27/3/2018,27/3/2018,10880000,10880000,58348
YHAGUY BATERIAS S.A.,18.940,Compras  CREDITO,2/4/2018,2/4/2018,738000,738000,58348
YHAGUY BATERIAS S.A.,18.925,Compras  CREDITO,2/4/2018,2/4/2018,3348000,3348000,58348
YHAGUY BATERIAS S.A.,18.937,Compras  CREDITO,2/4/2018,2/4/2018,33883000,33883000,58348
YHAGUY BATERIAS S.A.,19.028,Compras  CREDITO,6/4/2018,6/4/2018,5600000,5600000,58348
YHAGUY BATERIAS S.A.,19.034,Compras  CREDITO,6/4/2018,6/4/2018,6660000,6660000,58348
YHAGUY BATERIAS S.A.,19.134,Compras  CREDITO,10/4/2018,10/4/2018,2187000,2187000,58348
YHAGUY BATERIAS S.A.,19.256,Compras  CREDITO,12/4/2018,12/4/2018,24195810,24195810,58348
YHAGUY BATERIAS S.A.,19.232,Compras  CREDITO,12/4/2018,12/4/2018,19712000,19712000,58348
YHAGUY BATERIAS S.A.,19.231,Compras  CREDITO,12/4/2018,12/4/2018,31604500,31604500,58348
YHAGUY BATERIAS S.A.,19.338,Compras  CREDITO,16/4/2018,16/4/2018,7290000,7290000,58348
YHAGUY BATERIAS S.A.,19.400,Compras  CREDITO,17/4/2018,17/4/2018,12587500,12587500,58348
YHAGUY BATERIAS S.A.,19.446,Compras  CREDITO,18/4/2018,18/4/2018,374000,374000,58348
YHAGUY BATERIAS S.A.,19.590,Compras  CREDITO,23/4/2018,23/4/2018,482000,482000,58348
YHAGUY BATERIAS S.A.,19.647,Compras  CREDITO,24/4/2018,24/4/2018,4374000,4374000,58348
YHAGUY BATERIAS S.A.,19.655,Compras  CREDITO,24/4/2018,24/4/2018,26650000,26650000,58348
YHAGUY BATERIAS S.A.,19.680,Compras  CREDITO,25/4/2018,25/4/2018,22512000,22512000,58348
YHAGUY BATERIAS S.A.,19.664,Compras  CREDITO,25/4/2018,25/4/2018,2290000,2290000,58348
YHAGUY BATERIAS S.A.,19.667,Compras  CREDITO,25/4/2018,25/4/2018,14993000,14993000,58348
YHAGUY BATERIAS S.A.,19.660,Compras  CREDITO,25/4/2018,25/4/2018,53170000,53170000,58348
YHAGUY BATERIAS S.A.,19.792,Compras  CREDITO,27/4/2018,27/4/2018,3940000,3940000,58348
YHAGUY BATERIAS S.A.,19.865,Compras  CREDITO,30/4/2018,30/4/2018,7756000,7756000,58348
YHAGUY BATERIAS S.A.,19.867,Compras  CREDITO,30/4/2018,30/4/2018,16015000,16015000,58348
YHAGUY BATERIAS S.A.,20.113,Compras  CREDITO,8/5/2018,8/5/2018,22236000,22236000,58348
YHAGUY BATERIAS S.A.,20.114,Compras  CREDITO,8/5/2018,8/5/2018,19532400,19532400,58348
YHAGUY BATERIAS S.A.,20.111,Compras  CREDITO,8/5/2018,8/5/2018,6949000,6949000,58348
YHAGUY BATERIAS S.A.,20.168,Compras  CREDITO,9/5/2018,9/5/2018,8262000,8262000,58348
YHAGUY BATERIAS S.A.,20.303,Compras  CREDITO,11/5/2018,11/5/2018,374000,374000,58348
YHAGUY BATERIAS S.A.,20.306,Compras  CREDITO,11/5/2018,11/5/2018,5450000,5450000,58348
YHAGUY BATERIAS S.A.,20.414,Compras  CREDITO,17/5/2018,17/5/2018,2265000,2265000,58348
YHAGUY BATERIAS S.A.,20.615,Compras  CREDITO,22/5/2018,22/5/2018,936000,936000,58348
YHAGUY BATERIAS S.A.,20.616,Compras  CREDITO,22/5/2018,22/5/2018,2232000,2232000,58348
YHAGUY BATERIAS S.A.,20.663,Compras  CREDITO,23/5/2018,23/5/2018,11290000,11290000,58348
YHAGUY BATERIAS S.A.,20.707,Compras  CREDITO,24/5/2018,24/5/2018,5475000,5475000,58348
YHAGUY BATERIAS S.A.,20.720,Compras  CREDITO,24/5/2018,24/5/2018,10238000,10238000,58348
YHAGUY BATERIAS S.A.,20.830,Compras  CREDITO,26/5/2018,26/5/2018,1459000,1459000,58348
YHAGUY BATERIAS S.A.,20.890,Compras  CREDITO,28/5/2018,28/5/2018,2262000,2262000,58348
YHAGUY BATERIAS S.A.,20.950,Compras  CREDITO,29/5/2018,29/5/2018,7295000,7295000,58348
YHAGUY BATERIAS S.A.,20.978,Compras  CREDITO,30/5/2018,30/5/2018,12611200,12611200,58348
YHAGUY BATERIAS S.A.,21.199,Compras  CREDITO,5/6/2018,5/6/2018,10131200,10131200,58348
YHAGUY BATERIAS S.A.,21.207,Compras  CREDITO,5/6/2018,5/6/2018,20254000,20254000,58348
YHAGUY BATERIAS S.A.,21.210,Compras  CREDITO,5/6/2018,5/6/2018,12250000,12250000,58348
YHAGUY BATERIAS S.A.,21.219,Compras  CREDITO,6/6/2018,6/6/2018,560000,560000,58348
YHAGUY BATERIAS S.A.,21.359,Compras  CREDITO,12/6/2018,12/6/2018,373000,373000,58348
YHAGUY BATERIAS S.A.,21.411,Compras  CREDITO,13/6/2018,13/6/2018,3946000,3946000,58348
YHAGUY BATERIAS S.A.,21.527,Compras  CREDITO,15/6/2018,15/6/2018,917760,917760,58348
YHAGUY BATERIAS S.A.,21.563,Compras  CREDITO,15/6/2018,15/6/2018,7761000,7761000,58348
YHAGUY BATERIAS S.A.,21.751,Compras  CREDITO,20/6/2018,20/6/2018,35199200,35199200,58348
YHAGUY BATERIAS S.A.,21.746,Compras  CREDITO,20/6/2018,20/6/2018,17650000,17650000,58348
YHAGUY BATERIAS S.A.,21.752,Compras  CREDITO,20/6/2018,20/6/2018,4254000,4254000,58348
YHAGUY BATERIAS S.A.,21.768,Compras  CREDITO,21/6/2018,21/6/2018,30119000,30119000,58348
YHAGUY BATERIAS S.A.,21.769,Compras  CREDITO,21/6/2018,21/6/2018,1750000,1750000,58348
YHAGUY BATERIAS S.A.,21.845,Compras  CREDITO,22/6/2018,22/6/2018,1459000,1459000,58348
YHAGUY BATERIAS S.A.,21.853,Compras  CREDITO,23/6/2018,23/6/2018,13451400,13451400,58348
YHAGUY BATERIAS S.A.,21.864,Compras  CREDITO,25/6/2018,25/6/2018,262000,262000,58348
YHAGUY BATERIAS S.A.,21.930,Compras  CREDITO,26/6/2018,26/6/2018,4015000,4015000,58348
YHAGUY BATERIAS S.A.,21.995,Compras  CREDITO,28/6/2018,28/6/2018,917760,917760,58348
YHAGUY BATERIAS S.A.,22.158,Compras  CREDITO,3/7/2018,3/7/2018,7295000,7295000,58348
YHAGUY BATERIAS S.A.,22.181,Compras  CREDITO,4/7/2018,4/7/2018,1062000,1062000,58348
YHAGUY BATERIAS S.A.,22.256,Compras  CREDITO,6/7/2018,6/7/2018,13290000,13290000,58348
YHAGUY BATERIAS S.A.,22.384,Compras  CREDITO,11/7/2018,11/7/2018,28800,28800,58348
YHAGUY BATERIAS S.A.,22.442,Compras  CREDITO,12/7/2018,12/7/2018,15190000,15190000,58348
YHAGUY BATERIAS S.A.,22.491,Compras  CREDITO,13/7/2018,13/7/2018,3315000,3315000,58348
YHAGUY BATERIAS S.A.,22.503,Compras  CREDITO,14/7/2018,14/7/2018,6040000,6040000,58348
YHAGUY BATERIAS S.A.,22.539,Compras  CREDITO,16/7/2018,16/7/2018,629000,629000,58348
YHAGUY BATERIAS S.A.,22.588,Compras  CREDITO,17/7/2018,17/7/2018,24995000,24995000,58348
YHAGUY BATERIAS S.A.,22.663,Compras  CREDITO,20/7/2018,20/7/2018,6452000,6452000,58348
YHAGUY BATERIAS S.A.,22.662,Compras  CREDITO,20/7/2018,20/7/2018,11787700,11787700,58348
YHAGUY BATERIAS S.A.,22.807,Compras  CREDITO,25/7/2018,25/7/2018,803000,803000,58348
YHAGUY BATERIAS S.A.,22.816,Compras  CREDITO,25/7/2018,25/7/2018,2180000,2180000,58348
YHAGUY BATERIAS S.A.,22.806,Compras  CREDITO,25/7/2018,25/7/2018,24413000,24413000,58348
YHAGUY BATERIAS S.A.,22.808,Compras  CREDITO,25/7/2018,25/7/2018,24799000,24799000,58348
YHAGUY BATERIAS S.A.,22.815,Compras  CREDITO,25/7/2018,25/7/2018,345000,345000,58348
YHAGUY BATERIAS S.A.,22.846,Compras  CREDITO,26/7/2018,26/7/2018,7990800,7990800,58348
YHAGUY BATERIAS S.A.,22.852,Compras  CREDITO,26/7/2018,26/7/2018,719500,719500,58348
YHAGUY BATERIAS S.A.,23.008,Compras  CREDITO,31/7/2018,31/7/2018,5809500,5809500,58348
YHAGUY BATERIAS S.A.,23.144,Compras  CREDITO,6/8/2018,6/8/2018,1320000,1320000,58348
YHAGUY BATERIAS S.A.,23.167,Compras  CREDITO,6/8/2018,6/8/2018,2196000,2196000,58348
YHAGUY BATERIAS S.A.,23.168,Compras  CREDITO,6/8/2018,6/8/2018,4105000,4105000,58348
YHAGUY BATERIAS S.A.,23.149,Compras  CREDITO,6/8/2018,6/8/2018,289000,289000,58348
YHAGUY BATERIAS S.A.,23.199,Compras  CREDITO,7/8/2018,7/8/2018,3606000,3606000,58348
YHAGUY BATERIAS S.A.,23.201,Compras  CREDITO,7/8/2018,7/8/2018,1680000,1680000,58348
YHAGUY BATERIAS S.A.,23.198,Compras  CREDITO,7/8/2018,7/8/2018,16608200,16608200,58348
YHAGUY BATERIAS S.A.,23.204,Compras  CREDITO,7/8/2018,7/8/2018,13320000,13320000,58348
YHAGUY BATERIAS S.A.,23.247,Compras  CREDITO,8/8/2018,8/8/2018,3357000,3357000,58348
YHAGUY BATERIAS S.A.,23.246,Compras  CREDITO,8/8/2018,8/8/2018,6330000,6330000,58348
YHAGUY BATERIAS S.A.,23.266,Compras  CREDITO,9/8/2018,9/8/2018,269000,269000,58348
YHAGUY BATERIAS S.A.,23.367,Compras  CREDITO,14/8/2018,14/8/2018,4002000,4002000,58348
YHAGUY BATERIAS S.A.,23.397,Compras  CREDITO,14/8/2018,14/8/2018,10568000,10568000,58348
YHAGUY BATERIAS S.A.,23.439,Compras  CREDITO,16/8/2018,16/8/2018,24720000,24720000,58348
YHAGUY BATERIAS S.A.,23.425,Compras  CREDITO,16/8/2018,16/8/2018,560000,560000,58348
YHAGUY BATERIAS S.A.,23.553,Compras  CREDITO,21/8/2018,21/8/2018,11957000,11957000,58348
YHAGUY BATERIAS S.A.,23.563,Compras  CREDITO,21/8/2018,21/8/2018,30870000,30870000,58348
YHAGUY BATERIAS S.A.,23.606,Compras  CREDITO,22/8/2018,22/8/2018,10132000,10132000,58348
YHAGUY BATERIAS S.A.,23.607,Compras  CREDITO,22/8/2018,22/8/2018,2438000,2438000,58348
YHAGUY BATERIAS S.A.,23.761,Compras  CREDITO,27/8/2018,27/8/2018,8153000,8153000,58348
YHAGUY BATERIAS S.A.,23.762,Compras  CREDITO,27/8/2018,27/8/2018,5342000,5342000,58348
YHAGUY BATERIAS S.A.,23.921,Compras  CREDITO,31/8/2018,31/8/2018,8170000,8170000,58348
YHAGUY BATERIAS S.A.,23.923,Compras  CREDITO,31/8/2018,31/8/2018,453000,453000,58348
YHAGUY BATERIAS S.A.,23.929,Compras  CREDITO,31/8/2018,31/8/2018,335000,335000,58348
YHAGUY BATERIAS S.A.,24.054,Compras  CREDITO,6/9/2018,6/9/2018,241600,241600,58348
YHAGUY BATERIAS S.A.,24.238,Compras  CREDITO,12/9/2018,12/9/2018,21687000,21687000,58348
YHAGUY BATERIAS S.A.,24.239,Compras  CREDITO,12/9/2018,12/9/2018,7596000,7596000,58348
YHAGUY BATERIAS S.A.,24.234,Compras  CREDITO,12/9/2018,12/9/2018,7176200,7176200,58348
YHAGUY BATERIAS S.A.,24.481,Compras  CREDITO,21/9/2018,21/9/2018,12054000,12054000,58348
YHAGUY BATERIAS S.A.,24.494,Compras  CREDITO,21/9/2018,21/9/2018,10193200,10193200,58348
YHAGUY BATERIAS S.A.,24.495,Compras  CREDITO,21/9/2018,21/9/2018,3726200,3726200,58348
YHAGUY BATERIAS S.A.,24.624,Compras  CREDITO,27/9/2018,27/9/2018,9133000,9133000,58348
YHAGUY BATERIAS S.A.,24.664,Compras  CREDITO,28/9/2018,28/9/2018,4853000,4853000,58348
YHAGUY BATERIAS S.A.,24.659,Compras  CREDITO,28/9/2018,28/9/2018,13534000,13534000,58348
YHAGUY BATERIAS S.A.,24.706,Compras  CREDITO,2/10/2018,2/10/2018,300000,300000,58348
YHAGUY BATERIAS S.A.,24.713,Compras  CREDITO,2/10/2018,2/10/2018,14442000,14442000,58348
