Empresa,Yhaguy,,,,,,,,
,,,,,,,,,
CODIGO,DESCRIPCION,FAMILIA,GRUPO,MARCA,APLICACION,MODELO,LINEA,PESO,VOLUMEN
CHA NS60X449-38,BATERIA CHAMPION 50AH LA23.8 -AN12.9-AL22.5,BATERIAS,Sin Grupo,CHAMPION,Sin Color,VARIOS,Sin linea,0,0
CHA 31TX1023-63,BATERIA CHAMPION 100AH LA32.9-AN17.1-AL24.1,BATERIAS,Sin Grupo,CHAMPION,Sin Color,VARIOS,Sin linea,0,0
CHA 4DLTX1300-100,"BATERIA CHAMPION 170AH LA-51,3 AN-22,3 AL 21,8",BATERIAS,Sin Grupo,CHAMPION,Sin Color,VARIOS,Sin linea,0,0
CHA 24X-682-48,BATERIA CHAMPION 75AH LA27.3-AN17-AL22.6,BATERIAS,Sin Grupo,CHAMPION,Sin Color,VARIOS,Sin linea,0,0
CHA 24LX-682-48,BATERIA CHAMPION 75AH LA27.3-AN17-AL22.6,BATERIAS,Sin Grupo,CHAMPION,Sin Color,VARIOS,Sin linea,0,0
CHA T5D60,BATERIA CHAMPION 60AH LA24-AN17.5-AL17.5,BATERIAS,Sin Grupo,CHAMPION,Sin Color,VARIOS,Sin linea,0,0
CHA FV36JD,BATERIA CHAMPION FREE 36AH LA18.7-AN12.7-AL22.5 CM,BATERIAS,Sin Grupo,CHAMPION,Sin Color,VARIOS,Sin linea,0,0
SAI N-40L,BATERIA SAITAMA 40 AMP.-+ N-40L L234-AN126-ALT227,BATERIAS,ELE,SAITAMA,Sin Color,VARIOS,Sin linea,0,0
SAI 95D31L,BATERIA SAITAMA 95 AMP. 12V 300 x 170 x 230,BATERIAS,ELE,SAITAMA,Sin Color,VARIOS,Sin linea,0,0
SAI 95D31R,BATERIA SAITAMA 95 AMP. 12V 300 x 170 x 230,BATERIAS,ELE,SAITAMA,Sin Color,VARIOS,Sin linea,0,0
SAI N-200,BATERIA SAITAMA 200 AMP.BLANCA 12V N-200 MB-5741,BATERIAS,ELE,SAITAMA,Sin Color,VARIOS,Sin linea,0,0
SAI BTN-150,BATERIA SAITAMA 135AMP.12V BTN-150,BATERIAS,Sin Grupo,SAITAMA,Sin Color,VARIOS,Sin linea,0,0
SAI N-70,BATERIA SAITAMA 70  AMP LA300-AN170-AL230 mm,BATERIAS,Sin Grupo,SAITAMA,Sin Color,VARIOS,Sin linea,0,0
SAI N-70L,BATERIA SAITAMA 70  AMP LA300-AN170-AL230 mm,BATERIAS,Sin Grupo,SAITAMA,Sin Color,VARIOS,Sin linea,0,0
SAI N-120,BATERIA SAITAMA 120 AMP 12V N-120,BATERIAS,Sin Grupo,SAITAMA,Sin Color,VARIOS,Sin linea,0,0
SAI BT-54,BATERIA SAITAMA 54AMP. 12V BT-54 249X173X180,BATERIAS,Sin Grupo,SAITAMA,Sin Color,VARIOS,Sin linea,0,0
SAI BT-63,"BATERIA SAITAMA 63 AMP. 12V +,- BT-63 276 x 167 x 175",BATERIAS,Sin Grupo,SAITAMA,Sin Color,VARIOS,Sin linea,0,0
SAI N-180,BATERIA SAITAMA 180AMP. 12V N-180,BATERIAS,Sin Grupo,SAITAMA,Sin Color,VARIOS,Sin linea,0,0
SAI BT-54L,BATERIA SAITAMA 54AMP. 12V BT-54L 249X173X180,BATERIAS,Sin Grupo,SAITAMA,Sin Color,VARIOS,Sin linea,0,0
SAI NS-60L,BATERIA SAITAMA 45 AMP  L203-AN173-AL172mm,BATERIAS,Sin Grupo,SAITAMA,Sin Color,VARIOS,Sin linea,0,0
SAI BT-63L,"BATERIA SAITAMA 63AMP. 12V -,+ BT-63L 276 x 167 x 175",BATERIAS,Sin Grupo,SAITAMA,Sin Color,VARIOS,Sin linea,0,0
YUE N-120,BATERIA YUECA 120 AMP.12V 961-980 N-120,BATERIAS,ELE,YUECA,Sin Color,VARIOS,Sin linea,0,0
YUE BT-54,BATERIA YUECA 54 AMP.+- 12V.BT-54 249X173X180,BATERIAS,ELE,YUECA,Sin Color,VARIOS,Sin linea,0,0
YUE N-150,BATERIA YUECA 150 AMP.BLANCA 300-309 N150,BATERIAS,ELE,YUECA,Sin Color,VARIOS,Sin linea,0,0
YUE BT-63,BATERIA YUECA 63 AMP.+- 12V 276 x 167 x 175,BATERIAS,ELE,YUECA,Sin Color,VARIOS,Sin linea,0,0
YUE NS-70,BATERIA YUECA 65 AMP.+- 12V NS-70 257 x 170 x 224 C/ASA,BATERIAS,ELE,YUECA,Sin Color,VARIOS,Sin linea,0,0
YUE NS-70 NEGRA,BATERIA YUECA 65 AMP.+- 12V NS-70 257 x 170 x 224 C/ASA,BATERIAS,ELE,YUECA,Sin Color,VARIOS,Sin linea,0,0
YUE N-180,BATERIA YUECA 180 AMP.BLANCA 741-840,BATERIAS,ELE,YUECA,Sin Color,VARIOS,Sin linea,0,0
YUE N-88L,BATERIA YUECA 88 AMP.-+ 368 x 173 x 189,BATERIAS,ELE,YUECA,Sin Color,VARIOS,Sin linea,0,0
YUE 80D31L,BATERIA YUECA 80 AMP.-+ 300 x 170 x 230 C/ASA,BATERIAS,ELE,YUECA,Sin Color,VARIOS,Sin linea,0,0
YUE 80D31R,BATERIA YUECA 80 AMP.+- 300 x 170 x 230 C/ASA,BATERIAS,ELE,YUECA,Sin Color,VARIOS,Sin linea,0,0
YUE BT-54L,BATERIA YUECA 54 AMP.-+ 12V.BT-54L 249X173X180,BATERIAS,ELE,YUECA,Sin Color,VARIOS,Sin linea,0,0
YUE BT-63L,BATERIA YUECA 63 AMP.-+ 12V 276 x 167 x 175,BATERIAS,ELE,YUECA,Sin Color,VARIOS,Sin linea,0,0
YUE NS-70L,BATERIA YUECA 65 AMP.-+ 12V NS-70L 257 x 170 x 224 C/ASA,BATERIAS,ELE,YUECA,Sin Color,VARIOS,Sin linea,0,0
YUE NS-70L NEGRA,BATERIA YUECA 65 AMP.-+ 12V NS-70L 257 x 170 x 224 C/ASA,BATERIAS,ELE,YUECA,Sin Color,VARIOS,Sin linea,0,0
YUE BTN-150,BATERIA YUECA 135 AMP.BLANCA 300-309 BTN150,BATERIAS,ELE,YUECA,Sin Color,VARIOS,Sin linea,0,0
YUE N-200,BATERIA YUECA 200 AMP.NEGRA 12V N-200 MB-5741,BATERIAS,ELE,YUECA,Sin Color,VARIOS,Sin linea,0,0
YUE N-70Z,BATERIA YUECA 75 AMP 300 x 170 x 230 C/ASA,BATERIAS,ELE,YUECA,Sin Color,VARIOS,Sin linea,0,0
YUE N-70Z NEGRA,BATERIA YUECA 75 AMP 300 x 170 x 230 C/ASA,BATERIAS,ELE,YUECA,Sin Color,VARIOS,Sin linea,0,0
YUE NS-60L,BATERIA YUECA 45 AMP  L203-AN173-AL172 mm,BATERIAS,AUTOMOVIL,YUECA,Sin Color,VARIOS,OTROS,0,0
YUE NS-60L NEGRA,BATERIA YUECA 45 AMP  L203-AN173-AL172 mm,BATERIAS,AUTOMOVIL,YUECA,Sin Color,VARIOS,OTROS,0,0
YUE NS-40ZL,BATERIA YUECA 35 AMP -/+ 194 x 125 x 223,BATERIAS,AUTOMOVIL,YUECA,Sin Color,VARIOS,Sin linea,0,0
YUE NS-40ZL NEGRA,BATERIA YUECA 35 AMP -/+ 194 x 125 x 223,BATERIAS,AUTOMOVIL,YUECA,Sin Color,VARIOS,Sin linea,0,0
YUE H-100,BATERIA YUECA,BATERIAS,Sin Grupo,YUECA,Sin Color,VARIOS,Sin linea,0,0
YUE H-100L,BATERIA YUECA,BATERIAS,Sin Grupo,YUECA,Sin Color,VARIOS,Sin linea,0,0
CHA S80JX,BATERIA CHAMPION SELLADA 80AH LA26.9-AN17.3-AL21.8,BATERIAS,Sin Grupo,CHAMPION ESPA�A,Sin Color,VARIOS,Sin linea,0,0
CHA S60,BATERIA CHAMPION SELLADA 60AH LA24.2-AN17.5-AL17.5,BATERIAS,Sin Grupo,CHAMPION ESPA�A,Sin Color,VARIOS,Sin linea,0,0
CHA S92,BATERIA CHAMPION SELLADA 92AH LA-AN-AL,BATERIAS,Sin Grupo,CHAMPION ESPA�A,Sin Color,VARIOS,Sin linea,0,0
CHA S73,BATERIA CHAMPION SELLADA 73AH LA27.8-AN17.5-AL17.5,BATERIAS,Sin Grupo,CHAMPION ESPA�A,Sin Color,VARIOS,Sin linea,0,0
CHA S80J,BATERIA CHAMPION SELLADA 80AH LA26.9-AN17.3-AL21.8,BATERIAS,Sin Grupo,CHAMPION ESPA�A,Sin Color,VARIOS,Sin linea,0,0
CHA S35J,BATERIA CHAMPION SELLADA 35AH LA19.6-AN13.4-AL22.6,BATERIAS,Sin Grupo,CHAMPION ESPA�A,Sin Color,VARIOS,Sin linea,0,0
CHA S95J,BATERIA CHAMPION SELLADA 95AH LA30.3-AN17.5-AL22.7,BATERIAS,Sin Grupo,CHAMPION ESPA�A,Sin Color,VARIOS,Sin linea,0,0
CHA S45JA,BATERIA CHAMPION SELLADA 45AH LA:23.7-AN:13.4-AL:22.6,BATERIAS,Sin Grupo,CHAMPION ESPA�A,Sin Color,VARIOS,Sin linea,0,0
CHA S95JX,BATERIA CHAMPION SELLADA 95AH LA30.3-AN17.5-AL22.7,BATERIAS,Sin Grupo,CHAMPION ESPA�A,Sin Color,VARIOS,Sin linea,0,0
CHA ETR18F,BATERIA CHAMPION ABIERTA 170AH LA:50 -AN:21-AL:23,BATERIAS,Sin Grupo,CHAMPION ESPA�A,Sin Color,VARIOS,Sin linea,0,0
IMESA 1E3A,DESCARGADOR DE BATERIAS MODELO 1E3A,BATERIAS,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
SMF NS40Z,BATERIA ROCKET 12V. 45 AH. + IZQUIERDA,BATERIAS,Sin Grupo,ROCKET,Sin Color,VARIOS,Sin linea,0,0
SMF NS40ZL,BATERIA ROCKET 12V. 45 AH. + DERECHA,BATERIAS,Sin Grupo,ROCKET,Sin Color,VARIOS,Sin linea,0,0
SMF NX120-7L,BATERIA ROCKET 12V. 90 AH. + DERECHA,BATERIAS,Sin Grupo,ROCKET,Sin Color,VARIOS,Sin linea,0,0
SMF 56318,BATERIA ROCKET 12V. 75AH. + DERECHA,BATERIAS,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
NS40ZL-MF,BATERIA ROCKET C/ MANTENIMIENTO 12V. 45AH. + DERECHA,BATERIAS,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
SMF 55D23L,BATERIA ROCKET 55 AMP + DERECHA,BATERIAS,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
SMF NX120-7,BATERIA ROCKET 12V.  90 AH. + IZQUIERDA,BATERIAS,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
RAI N-150,BATERIA RAIDEN 150AMP.12V N-150,BATERIAS,Sin Grupo,RAIDEN,Sin Color,VARIOS,Sin linea,0,0
BAT CAP-G,LIGA PARA BATERIA BORNE GRUESO,BATERIAS,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
CHA 45AP.,BATARIA CHARGE 45MP. POS IZQ. ALTO,BATERIAS,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
SAI N-150,BATERIA SAITAMA 150AMP.12V N-150,BATERIAS,Sin Grupo,SAITAMA,Sin Color,VARIOS,Sin linea,0,0
BAT CAP-F,LIGA PARA BATERIA BORNE FINO,BATERIAS,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
ROCK SMF 55D,12V 60AH (+/-) ROCKET SMF,BATERIAS,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
ROCK 90E,12V 90AH ROCKET IZQUIERDO,BATERIAS,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
TOY NS-62L,BATERIA TOYO  46 AMP L23.5-A,BATERIAS,AUTOMOVIL,TOYO,Sin Color,VARIOS,Sin linea,0,0
TOY BT-65L,BATERIA TOYO  60 AMP L23.5-A,BATERIAS,AUTOMOVIL,TOYO,Sin Color,VARIOS,Sin linea,0,0
HEL HE75PD,BATERIA HELIAR RACING 75AH LA28.1-AN17.5-AL17.5 CM,BATERIAS,Sin Grupo,HELIAR,Sin Color,VARIOS,Sin linea,0,0
CHA CH90LE,BATERIA CHAMPION FREE 90AH LA32-AN17.1-AL22.7 CM,BATERIAS,Sin Grupo,CHAMPION,Sin Color,VARIOS,Sin linea,0,0
CHA CH90LD,BATERIA CHAMPION FREE 90AH LA32-AN17.1-AL22.7 CM,BATERIAS,Sin Grupo,CHAMPION,Sin Color,VARIOS,Sin linea,0,0
ROC 45D,ROCKET FREE 12V 45AH DERECHO,BATERIAS,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
ROC 50D,ROCKET 12V 50AH BORNE GRUESO,BATERIAS,Sin Grupo,COMPRA LOCAL,Sin Color,VARIOS,Sin linea,0,0
SMF 50D20L,BATERIA ROCKET 12V. 50 AH. + DERECHA,BATERIAS,Sin Grupo,ROCKET,Sin Color,VARIOS,Sin linea,0,0
SOL NS40ZL,BATERIA SOLITE NS40ZL 45AH,BATERIAS,Sin Grupo,Sin Marca,Sin Color,VARIOS,Sin linea,0,0
