Empresa,Yhaguy,
,,
CODIGOINTERNO,LISTA,
SC-4920,0,
SC-4926,233700,
SC-4954,35200,
SC-4955,30200,
SC-497,55300,
SC-4976,126100,
SC-4982,34200,
SC-4990,59100,
SC-4994,0,
SC-5002,0,
SC-5003,833400,
SC-5012,633400,
SC-5013,329600,
SC-5017,293500,
SC-502,277600,
SC-5020,0,
SC-5022,360500,
SC-5024,5700,
SC-5025,1000,
SC-5026,233400,
SC-503,337300,
SC-5041,130800,
SC-5044,322400,
SC-5047,50700,
SC-5048,0,
SC-5049,322400,
SC-505,507800,
SC-5062,0,
SC-5071,4200,
SC-5074,55500,
SC-5078,86500,
SC-5100,76300,
SC-5106,23300,
SC-5109,3300,
SC-5110,10600,
SC-5114,900,
SC-5120,26300,
SC-5121,8900,
SC-5122,17500,
SC-5123,125800,
SC-5125,146700,
SC-5136,0,
SC-5138,0,
SC-5139,19200,
SC-5140,19200,
SC-5143,21500,
SC-5144,199400,
SC-5150,3000,
SC-5151,0,
SC-5152,0,
SC-5153,0,
SC-5154,5300,
SC-5156,5500,
SC-5159,0,
SC-5160,28600,
SC-5161,128800,
SC-5163,0,
SC-5164,9100,
SC-5167,0,
SC-5168,0,
SC-5169,0,
SC-5171,191700,
SC-5176,368000,
SC-5177,525000,
SC-5178,46700,
SC-5179,175000,
SC-5181,0,
SC-5182,91700,
SC-5183,6600,
SC-5191,0,
SC-5194,277900,
SC-5196,108000,
SC-52,50200,
SC-520,185000,
SC-5200,28800,
SC-5202,294800,
SC-5203,5900,
SC-5205,92100,
SC-5213,284200,
SC-5214,83600,
SC-5215,37400,
SC-522,155800,
SC-5221,0,
SC-5223,55900,
SC-5225,33600,
SC-5226,60600,
SC-5227,48900,
SC-5228,48400,
SC-5229,75400,
SC-5230,49000,
SC-5231,55700,
SC-5232,51400,
SC-5234,0,
SC-5237,83800,
SC-5241,71200,
SC-5247,116700,
SC-5251,42400,
SC-5255,109200,
SC-526,8400,
SC-5260,9900,
SC-5262,50600,
SC-5264,109600,
SC-5267,225900,
SC-527,56700,
SC-5272,283400,
SC-5275,11500,
SC-5281,37200,
SC-5283,15000,
SC-5284,96900,
SC-5285,13600,
SC-5288,0,
SC-5289,0,
SC-5293,484100,
SC-5298,0,
SC-53,38500,
SC-5304,109400,
SC-5305,283900,
SC-5308,8600,
SC-5309,425000,
SC-5310,432100,
SC-5311,7400,
SC-5315,1200,
SC-5316,11700,
SC-5317,37700,
SC-5318,10100,
SC-5320,123600,
SC-5323,1833400,
SC-5324,700000,
SC-5326,733400,
SC-5327,24400,
SC-5331,46900,
SC-5332,92400,
SC-5334,6400,
SC-535,20200,
SC-5356,470800,
SC-538,29300,
SC-538770,0,
SC-539,43600,
SC-54,125400,
SC-540,15000,
SC-541,28100,
SC-542,2100,
SC-543,11500,
SC-55,152000,
SC-550258,0,
SC-551452,0,
SC-552,35000,
SC-553,261900,
SC-554,14200,
SC-555,19700,
SC-5566,8400,
SC-5567,9200,
SC-557,20000,
SC-560,14400,
SC-561,16700,
SC-5617,166700,
SC-5624,23500,
SC-563,4300,
SC-5632,97200,
SC-565,13100,
SC-567,4400,
SC-5671,16700,
SC-568,43000,
SC-569,5000,
SC-5690,6633400,
SC-57,9400,
SC-573,26800,
SC-574,192300,
SC-576,25200,
SC-577,2000,
SC-578,8800,
SC-584,58500,
SC-585,3500,
SC-586,98100,
SC-587,98100,
SC-588,458400,
SC-597,42100,
SC-599,55400,
SC-600,10000,
SC-60004,0,
SC-60032,0,
SC-60033,0,
SC-60034,0,
SC-60035,0,
SC-60036,0,
SC-603,9900,
SC-606,38200,
SC-607,400000,
SC-608,68200,
SC-609,450000,
SC-6096,0,
SC-613,128500,
SC-616,275000,
SC-617,166700,
SC-618,17500,
SC-62004,0,
SC-6223,1216900,
SC-6236,5000,
SC-630,67300,
SC-6320,63400,
SC-6321,36700,
SC-633,193200,
SC-634,6400,
SC-635,123200,
SC-6351,152800,
SC-6352,152800,
SC-6360,53500,
SC-6364,41700,
SC-637,92000,
SC-64,75300,
SC-641,26200,
SC-6425,16500,
SC-643,200400,
SC-644,18600,
SC-6459,333400,
SC-6466,300000,
SC-6467,283400,
SC-647,13900,
SC-649,54500,
SC-651,8800,
SC-6528,4033400,
SC-6529,6408400,
SC-653,58800,
SC-657,10900,
SC-658,37700,
SC-659,58800,
SC-660,57500,
SC-662,131300,
SC-663,131300,
SC-664,14200,
SC-665,25400,
SC-668,9300,
SC-669,16000,
SC-6714,11000,
SC-674,10100,
SC-676,20300,
SC-677,115000,
SC-678,375000,
SC-68,60900,
SC-681,11400,
SC-682,2000,
SC-683,22500,
SC-685,1700,
SC-687,5100,
SC-688,4900,
SC-689,12700,
SC-6899,30000,
SC-69,60900,
SC-691,5900,
SC-692,11400,
SC-694,1200,
SC-695,2700,
SC-6996,203700,
SC-702,14400,
SC-712,1300,
SC-714,1800,
SC-715,4700,
SC-716,3400,
SC-717,4900,
SC-718,0,
SC-719,2500,
SC-720,500,
SC-721,800,
SC-722,1700,
SC-723,4600,
SC-724,900,
SC-725,27000,
SC-7266,19200,
SC-727,600,
SC-729,1400,
SC-731,3300,
SC-735,700,
SC-737,1000,
SC-739,49000,
SC-740,59300,
SC-741,124600,
SC-742,600,
SC-743,400,
SC-744,434200,
SC-746,1600,
SC-748,3700,
SC-749,13400,
SC-75,33300,
SC-750,18400,
SC-751,22700,
SC-7523,192400,
SC-7524,192400,
SC-753,3900,
SC-754,6900,
SC-7547,5000,
SC-7548,283400,
SC-755,1000,
SC-756,2200,
SC-758,700,
SC-759,700,
SC-761,8200,
SC-762,4100,
SC-763,5100,
SC-765,8200,
SC-766,7100,
SC-768,5400,
SC-7683,833400,
SC-769,2600,
SC-77,34000,
SC-771,8400,
SC-772,16800,
SC-773,1400,
SC-774,2700,
SC-775,4000,
SC-78,33600,
SC-780,2000,
SC-781,11900,
SC-782,15100,
SC-783,26700,
SC-784,73200,
SC-785,60600,
SC-786,43100,
SC-79,37000,
SC-791,40700,
SC-792,26700,
SC-793,36900,
SC-794,217700,
SC-795,2200,
SC-797,1500,
SC-8,18500,
SC-80,43500,
SC-800110,0,
SC-801,5700,
SC-802,1100,
SC-805,1600,
SC-806,1200,
SC-807,16500,
SC-808,1000,
SC-809,6400,
SC-81,42000,
SC-810,13400,
SC-810456,0,
SC-812879 NI,21800,
SC-814,23200,
SC-815,4600,
SC-816,5900,
SC-818,5100,
SC-821,2700,
SC-823,45500,
SC-826,14200,
SC-827,47400,
SC-828,1200,
SC-829,56500,
SC-83,33600,
SC-830,2100,
SC-832,64600,
SC-833,12500,
SC-834,120400,
SC-835,48300,
SC-836,42200,
SC-837,38300,
SC-839,8800,
SC-840,92600,
SC-841,11800,
SC-842,4000,
SC-843,1100,
SC-844,900,
SC-845,4500,
SC-846,900,
SC-847,11800,
SC-848,1700,
SC-849,2400,
SC-851,1900,
SC-853,3100,
SC-854,18500,
SC-858,110000,
SC-859,197000,
SC-862,183400,
SC-871,14300,
SC-874,500,
SC-875,30400,
SC-876,56400,
SC-877,33400,
SC-878,80500,
SC-880,18500,
SC-881,31800,
SC-882,31700,
SC-885,42100,
SC-886,60500,
SC-889,20000,
SC-892,0,
SC-893,5500,
SC-894,1600,
SC-897,1700,
SC-899,2000,
SC-900,1700,
SC-901,4900,
SC-902,12100,
SC-903,14800,
SC-904,5300,
SC-905,27100,
SC-908,0,
SC-909,4900,
SC-912,2900,
SC-919,18400,
SC-921,7300,
SC-922,7000,
SC-923,391400,
SC-924,10800,
SC-925,24500,
SC-926,7300,
SC-927,7000,
SC-929,5800,
SC-931,18000,
SC-932,6000,
SC-933,8800,
SC-934,7000,
SC-936,9000,
SC-937,6100,
SC-938,11700,
SC-939,1900,
SC-941,1600,
SC-942,1600,
SC-943,2600,
SC-944,33700,
SC-945,30900,
SC-947,2000,
SC-948,2600,
SC-94805,426700,
SC-94806,273000,
SC-94845,43900,
SC-950,2600,
SC-953,19700,
SC-955,31200,
SC-957,1700,
SC-958,1600,
SC-959,30200,
SC-960,1400,
SC-961,31800,
SC-962,37000,
SC-963,2700,
SC-964,900,
SC-965,2015600,
SC-967,117600,
SC-968,92300,
SC-971,22500,
SC-972,184200,
SC-973,169800,
SC-974,79300,
SC-975,50500,
SC-977,100400,
SC-978,34500,
SC-981,38900,
SC-985,132300,
SC-986,132300,
SC-988,187400,
SC-990,22800,
SC-992,277000,
SC-993,99500,
SC-994,42200,
SC-996,117500,
SC-997,58600,
SC-999,135000,
SC-LO028,0,
SC-LO033,0,
SC-LO106,0,
SC-LO145P,0,
SCH 10.057,1191700,
SCH 10.104,1077500,
SCH 10.170,1812800,
SCH 10.172,173400,
SCH 10.176,2986000,
SCH 10.177,3000000,
SCH 10.183,166500,
SCH 10.217,1045900,
SCH 10.227,1173000,
SCH 10.228,2333400,
SCH 10.277,1579700,
SCH 11.067,0,
SCH 11.169,144000,
SCH 11.275,0,
SCH 11.323,167500,
SCH 20.084,754100,
SCH 20.144,697300,
SCH 20.144.A,958700,
SCH 20.155,610100,
SCH 20.195,913900,
SCH 20.195A,1059100,
SCH 20.245,1860300,
SCH 712A,58400,
SCHU 81600130,4985500,
SCHU 81630940,211000,
SCHU BSX-197,46800,
SCK 8PK1545,0,
SEN 001,0,
SIE 017282007R,28000,
SIE 115008018R,1229400,
SIE 115027005R,891100,
SIE 115027007R,1483200,
SIE 115032009R,1225200,
SIE 115032018R,1262600,
SIE 115045001R31,1583400,
SIE 115057005R,1435600,
SIE 116006003R,308600,
SIE 116006004R,288600,
SIE 120029004R,576800,
SIE 120050001R31,1140900,
SIE 128006003R,300800,
SIE 129001004R,323000,
SIE 129001007R,319100,
SIE 129018020R,326900,
SIE 129018029R,315300,
SIE 129019011R,303900,
SIE 129019012R,313400,
SIE 129021008R,223800,
SIE 129021010R,249200,
SIE 14024005F,92100,
SIE 14025005F,92900,
SIE 145304001F,3277700,
SIE 145305003F,3463900,
SIE 150005031R,219200,
SIE 151005001R,288300,
SIE 151005004R,324900,
SIE 151006006R,252800,
SIE 151006007R,257900,
SIE 151009003R,273400,
SIE 151009007R,307100,
SIE 151010001R,295800,
SIE 151010010R,384900,
SIE 151010016R,419900,
SIE 214060003R,102000,
SIE 214060004R,94700,
SIE 214060005R,80200,
SIE 214060007R,93800,
SIE 214060008R,94700,
SIE 215920100301F,522000,
SIE 215950004501F,991700,
SIE 215992022F,84900,
SIE 221004030R,114200,
SIE 221004031R,79400,
SIE 221020006R,252300,
SIE 221020013R,220200,
SIE 221020014R,394500,
SIE 221020015R,242400,
SIE 221020034R,319600,
SIE 221020047R,833100,
SIE 224001027R,82700,
SIE 224001042R,97400,
SIE 224001046R,102400,
SIE 228234103R,239600,
SIE 246082003001R,49200,
SIE 246082003021R,45600,
SIE 301005003R,82600,
SIE 301019008R,98000,
SIE 301019014R,97400,
SIE 301019031R,89900,
SIE 301019035R,141000,
SIE 303008002R,77500,
SIE 3038342,154900,
SIE 310004014R,187400,
SIE 310010001R,163200,
SIE 310012006R,79200,
SIE 310012010R,82700,
SIE 310012022R,78500,
SIE 310012023R31,125100,
SIE 310012027R,115000,
SIE 310038001R,145900,
SIE 323005001R,45200,
SIE 331010006R,275100,
SIE 333001125R,294200,
SIE 333001128R,371600,
SIE 333001148R,257900,
SIE 333007002R,363600,
SIE 333007003R,335900,
SIE 333009002R,367200,
SIE 333010002R,330000,
SIE 333010005R31,544500,
SIE 333010022R,356100,
SIE 333013007R,283600,
SIE 333019001R,330600,
SIE 333050002R,260700,
SIE 340214004F,772500,
SIE 350012010R,81500,
SIE 350012011R,131300,
SIE 350012026R31,85400,
SIE 350012028R,88200,
SIE 350050003R,170900,
SIE 351001005R,164100,
SIE 360002008R,204800,
SIE 360002009R,158000,
SIE 360002017R,143400,
SIE 360002018R,140600,
SIE 360002019R,160400,
SIE 360002024R,201000,
SIE 360004002R,192500,
SIE 360004003R,148000,
SIE 360005031R,161200,
SIE 360005033R,230200,
SIE 408237730004R,672200,
SIE 408237730R004,668700,
SIE 408238371R003,457800,
SIE 415002012R,9600,
SIE 445002011F,4102200,
SIE 445010001F,4460800,
SIE 777121484F,26500,
SIE 777122242F,16300,
SIE 990215182R,101000,
SIE AC07894UV,99900,
SIE AC09285AB,93900,
SIE AC09583IL,71000,
SIE AC10000AA,76900,
SIE AC11176FE,106600,
SIE AR000XR,115500,
SIE AS000AR,107400,
SIE C18020000F,204500,
SIE D-09520,10100,
SIE D-17943,32600,
SIE D-18038,30400,
SIE D00115,63800,
SIE D00208,19000,
SIE D02900,55000,
SIE D05154,21200,
SIE D09309,20600,
SIE D09339,16700,
SIE D09436,136700,
SIE D09761,51900,
SIE D09763,35800,
SIE D15316,23900,
SIE D15343,19000,
SIE D15378,29300,
SIE D17941,37600,
SIE D37236.71,78000,
SIE T18020101500F,53900,
SIE T18020700001F,95100,
SIEG SA2C0023,872700,
SIL 1410370021,154600,
SIL 1527363,55400,
SIL T9-03V,22200,
SILI SEX-10508,0,
SIN 027,9100,
SIN 028,6900,
SIN 040,28100,
SIN 043,27400,
SIN 044,40200,
SIN 044/D,40300,
SIN 1024,105000,
SIN 1040 L/D,75200,
SIN 1040 L/I,69300,
SIN 1043 D,74500,
SIN 1043 I,68600,
SIN 1044 C/V,103400,
SIN 1044 S/V,99000,
SIN 1049 L/D,89200,
SIN 1049 L/E,94900,
SIN 1050 CR,26900,
SIN 1060,15700,
SIN 1065,30500,
SIN 1069S AM,13500,
SIN 1071 D,45100,
SIN 1071 I,45100,
SIN 1072 (I),56600,
SIN 1072 D,50400,
SIN 1075 D,18300,
SIN 1077 C/V,96300,
SIN 1077 S/V,97500,
SIN 1110 AM,11100,
SIN 1110 AZ,10000,
SIN 1110 VD,11100,
SIN 1110 VM,11500,
SIN 1116 AM,0,
SIN 1116 AZ,0,
SIN 1116 VD,9100,
SIN 1116 VM,0,
SIN 1117/2 NARANJ,12900,
SIN 1117/2 ROJO,14200,
SIN 1117/2 VERDE,12200,
SIN 1118 AM,11700,
SIN 1118 VD,11800,
SIN 1124 AM,0,
SIN 1124 VM,0,
SIN 1125 AMAR,10900,
SIN 1131 AM,20800,
SIN 1145 PS,14700,
SIN 1165 PS,17700,
SIN 117 AM,2900,
SIN 117 VD,2900,
SIN 117 VM,2900,
SIN 1171,15000,
SIN 1183 AM,0,
SIN 1183 CR,50100,
SIN 1188 VD,24900,
SIN 1189.299 L/D,327800,
SIN 1189.299 L/I,315800,
SIN 1191 AM,25700,
SIN 1191 VM,25700,
SIN 1192 BI,35400,
SIN 1193 L/D,343300,
SIN 1193 L/I,343300,
SIN 1194 L/D,317400,
SIN 1198 BI,44600,
SIN 1200 L/D,259100,
SIN 1200 L/I,301500,
SIN 1513 CV,45900,
SIN 1513 SV,45700,
SIN 2023.24 LD,954400,
SIN 2023.24 LI,954400,
SIN 2031.24.206,267600,
SIN 2032.24.206,312100,
SIN 203424,47000,
SIN 203424 AMAR LED,46100,
SIN 203424 CR LED,41700,
SIN 203424 RJ LED,41700,
SIN 203424 ROJO,47000,
SIN 203424 VERD LED,41700,
SIN 2064 VD,53200,
SIN 2070.24 AM,168500,
SIN 2070.24 CR,158400,
SIN 2070.4,189600,
SIN 2080 0.12 L/I,836800,
SIN 2080.0.24 LD,816700,
SIN 2080.0.24 LI,816700,
SIN 2080.012 L/D,836800,
SIN 2132.24.206,312100,
SIN 2180.0.24 LD,828400,
SIN 2235,613300,
SIN 237100,50400,
SIN 2727.0 D,740600,
SIN 2727.0 I,740600,
SIN 2970 AM,150000,
SIN 2970 ROJO,150000,
SIN 613.010,0,
SIN 613.020,0,
SIN 614.000,0,
SIN 614.100,0,
SIN 614.300,0,
SIN 7000,853600,
SIN 7000 D,853600,
SIN 7007 L/D,491700,
SIN 7007 L/I,426300,
SIN-014,0,
SIN-015,0,
SIN-025,0,
SIN-067AM,0,
SIN-067BI,0,
SIN-067VM,0,
SIN-068AM,0,
SIN-1067 VM,0,
SIN-1067AM,0,
SIN-1068AM,0,
SIN-106AM,0,
SIN-1073AM,0,
SIN-1118 VM,0,
SIN-112AM,5700,
SIN-112BI,5700,
SIN-112VM,5700,
SIN-1145AM,0,
SIN-1149 AM,0,
SIN-1149 CR,0,
SIN-1149VM,0,
SIN-1157SLE,0,
SIN-118RVM,0,
SIN-1191 CR,0,
SIN-146AM,0,
SIN-146CR,0,
SIN-146VM,0,
SKF 246747,3291700,
SKF 315824,1366700,
SKF 32218 J2,233400,
SKF 32309,455000,
SKF 33018,1169900,
SKF 331464,773600,
SKF 510148,225000,
SKF 568980,1334700,
SKF 6003,55100,
SKF 6003 2RSH/C3,16700,
SKF 6203,16700,
SKF 6215,630600,
SKF 62304 2RS,172000,
SKF 6303,25000,
SKF 6304,33500,
SKF 6305,136800,
SKF 6312/C3,900900,
SKF BTIB243799,2590100,
SKF NU-2305,537100,
SKF NU2307,742400,
SKF T2EE 060/Q,1704100,
SL 20W50 1,12900,
SM 793913,183400,
SM-557,16700,
SOL 1380814,433400,
SOL 4410500080,583400,
SOP 322209,41000,
SPA 07547,25700,
SPA 08963,0,
SPI 01-246C,175000,
SPI 01-294C,219800,
SPI 01-336,207200,
SPI 02-334,497900,
SPI 02-370,580000,
SPI 03-334XL2,736600,
SPI 03-339XS,554200,
SPI 03-423XS,1222400,
SPI 03-466XL,1433600,
SPI 03-481X,369400,
SPI 03-541XL,1084300,
SPI 04-12021-412X,245900,
SPI 04-178C,546400,
SPI 04-360C,706200,
SPI 04-377C,519800,
SPI 04-410C,691500,
SPI 04-590-1,296600,
SPI 04-637C,567800,
SPI 04-645C,524800,
SPI 04-791-2,292600,
SPI 04-792-2,303800,
SPI 04-794-2,311500,
SPI 04-799-2,201400,
SPI 04-852-1,424800,
SPI 04-857-1,534400,
SPI 04-869-1,892200,
SPI 04-870-1,461600,
SPI 04-879-1,518200,
SPI 04-895-1,574600,
SPI 04-896-1,451500,
SPI 04-897-1,436300,
SPI 04-898-1,315500,
SPI 04-915-1,620000,
SPI 04-928C,244800,
SPI 100-4-1301-1X,683000,
SPI 1105-149,199800,
SPI 1111-539,210400,
SPI 1161-279,206200,
SPI 1171-419,226200,
SPI 1181-419,409400,
SPI 1291-419,201900,
SPI 1291-489,224300,
SPI 1331-339,175800,
SPI 1341-489,427800,
SPI 1355-499,158400,
SPI 1355-499A,219000,
SPI 1361-419,177600,
SPI 140-28-17,416600,
SPI 140-4-1381-1,868300,
SPI 140-4-1411-1,924800,
SPI 140-53-11,580600,
SPI 1451-599,169300,
SPI 146-139,196000,
SPI 1481-609,191500,
SPI 1501-669,229600,
SPI 156-169,202400,
SPI 1571-569,204000,
SPI 1601-569A,204600,
SPI 163-269,246400,
SPI 1641-539,973600,
SPI 1691-769,222700,
SPI 1735-909,218700,
SPI 1805-669,204000,
SPI 2-13-129X-2G,14200,
SPI 2-13-129XG,21600,
SPI 2-13-1379XG,25600,
SPI 2-13-139XG,27000,
SPI 2-13-149X-2G,27500,
SPI 2-13-149XG,21900,
SPI 2-13-159XG,24300,
SPI 2-13-1719G,29900,
SPI 2-13-259XG,24600,
SPI 2-13-269XG,29400,
SPI 2-13-279XG,30700,
SPI 2-13-279XG-2,30700,
SPI 2-13-339XG,21100,
SPI 2-13-419X,24300,
SPI 2-13-479X,84000,
SPI 2-13-499XG,22700,
SPI 2-13-509XG,25600,
SPI 2-13-569X-1G,28800,
SPI 2-13-589XG,61400,
SPI 2-13-599XG,40300,
SPI 2-13-619XG,59400,
SPI 2-13-659XG,21100,
SPI 2-13-669XG,60000,
SPI 2-13-759XG,54200,
SPI 2-13-779XG,38400,
SPI 2-18-209XG,20300,
SPI 2-18-249XG,23800,
SPI 2-2-879,128300,
SPI 2-28-1697,128600,
SPI 2-3-14371X,327800,
SPI 2-3-14491KX,295500,
SPI 2-40-1521,235200,
SPI 2-53-501,293900,
SPI 2101-839,552000,
SPI 2106-1014/01X,1193400,
SPI 2106-1015/02X,1000300,
SPI 2106-1022/08X,843800,
SPI 2106-1063/01X,903800,
SPI 2106-1076/08,909100,
SPI 2106-1098/04X,1201400,
SPI 2106-1100/01X,1348300,
SPI 2106-1101/01X,1161100,
SPI 2106-1108/01X,990200,
SPI 2151-599,271500,
SPI 2181-1329,195000,
SPI 2191-1329,239000,
SPI 226-139,131500,
SPI 2451-1449,455000,
SPI 2461-1449,211000,
SPI 251510,130200,
SPI 26-118,183800,
SPI 26-135,370400,
SPI 26-163,361600,
SPI 26-215C,446200,
SPI 26-227,303500,
SPI 273-319,203000,
SPI 295-149,168300,
SPI 3-2-1139,244600,
SPI 3-28-537,180000,
SPI 3-28-97,134700,
SPI 3-3-118KX1,286700,
SPI 3-3-1481KX,342400,
SPI 3-3-1601KXS,358400,
SPI 3-3-788KX,383800,
SPI 3-4-3091-2,285100,
SPI 3-40-1571,303000,
SPI 3-40-1901,239000,
SPI 3-53-1361,290400,
SPI 3-53-1371,297400,
SPI 3-53-1821,235500,
SPI 325-129,215200,
SPI 325-129A,162400,
SPI 333-299,265900,
SPI 34367,182400,
SPI 356-509,232800,
SPI 356-509A,228800,
SPI 4-4-7901-2,338400,
SPI 40-1445,483200,
SPI 40-1560,549600,
SPI 40-1614,749400,
SPI 40-1722,546200,
SPI 40-1723,713900,
SPI 40-612,687800,
SPI 40-679,157600,
SPI 41.530.059,192800,
SPI 41.530.062,225400,
SPI 41.530.068,235000,
SPI 43-1445339XS,858200,
SPI 43543,248300,
SPI 43545,148300,
SPI 453-1379,336300,
SPI 47-956-13XR,498200,
SPI 481-339,176000,
SPI 5-12062X,619900,
SPI 5-12072X,477400,
SPI 5-12100X,347000,
SPI 5-121XS,108800,
SPI 5-12213XS,137900,
SPI 5-12276X,319000,
SPI 5-12278X,472800,
SPI 5-12924X,434400,
SPI 5-12932X,602700,
SPI 5-135010XD,64300,
SPI 5-153XS,116000,
SPI 5-160XS,108300,
SPI 5-178X,180300,
SPI 5-263X,161900,
SPI 5-273XS,87200,
SPI 5-275X,226400,
SPI 5-28-327,340300,
SPI 5-281X,613600,
SPI 5-2X,88600,
SPI 5-3-2261KX,1254200,
SPI 5-310X,82400,
SPI 5-40-1051,501400,
SPI 5-438X,656900,
SPI 5-510X,488800,
SPI 5-77277X,359200,
SPI 5005532-2,273600,
SPI 515-339,133900,
SPI 523-449-1,213900,
SPI 531-279,192800,
SPI 531-279A,178200,
SPI 54-417,222700,
SPI 54-435,389600,
SPI 54-442C,277100,
SPI 54-470,325600,
SPI 54-556C,635000,
SPI 54-569,379500,
SPI 58-00810031X,2230200,
SPI 6.5-2-329,669400,
SPI 6.5-3-1371KX,1160000,
SPI 6.5-40-191,904800,
SPI 72586-X,250400,
SPI 73167-1X,2809100,
SPI 73797-X,4009900,
SPI 73865-X,2177600,
SPI 73867-X,272800,
SPI 74172-1X,1225100,
SPI 74202-1X,1378200,
SPI 82-1570C,1670700,
SPI 90-28-27,311800,
SPI 90-3-21X,705000,
SPI 90-40-11,500800,
SPI 90-53-11,326300,
SPI BA-202051,212600,
SPI BA-202747,815000,
SPI BA-202748,622700,
SPI BA-202788,1127800,
SPI BA-202789-X,347200,
SPI BA-202814,1410700,
SPI BA-203301,1813900,
SPI BA-203304,1045400,
SPI BA-203326,1084800,
SPI BA-401062-X,1926200,
SPI BA-401064-X,1555800,
SPI BA-401155-1X,1927200,
SPI BA-401156-1X,2018700,
SPI BA-401178-X,1013600,
SPI BA-401186-X,1143500,
SPI BA-401193-X,1088800,
SPI BA-401196-X,362700,
SPI BA-401219-X,904000,
SPI BA-401230-X,546700,
SPI BA-401232-X,1202400,
SPI BA-401235-X,2520800,
SPI BA-401236-X,1325600,
SPI BA-401253-X,1118400,
SPI BA-401297-X,1600000,
SPI BA-401318-X,912300,
SPI BA-401320-X,2837900,
SPI BA-401348,587800,
SPI BA-401379-X,1841400,
SPI BA-401388-X,1607800,
SPI BA-402028-X,1451500,
SPI BA-402059-X,1992600,
SPI BA-402060-X,2039200,
SPI BA-402066-X,2700600,
SPI SPL140-1XS,606400,
SPI SPL170-1X,566700,
SPI SPL250-1X,806700,
SPI SPL70-1X,282700,
SPI SPL90-1X,348000,
ST 017,1583400,
ST-002,0,
STA 1403326,1455600,
STA CZ-120,100000,
STA CZ-208,84600,
STA CZ-274,336300,
STA CZ-277,431700,
STA CZ-288,204200,
STA HCZ-265,303400,
STA HCZ271,183400,
STA HCZ284,486700,
STA HJU816,173400,
STA HPL-603,2835100,
STA JU-816,143400,
STA JU-817,250700,
STA RCD123,1425100,
STA RCD125,1495900,
STA RJU816,166700,
STA-31579/7,0,
STA-HCZ287,205000,
SUL BSX-43,11700,
SUL BSX-433,36000,
SUL BSX-433-24V,35600,
SUL BSX-44,31000,
SUL BSX-561-12V,35200,
SUL BSX-561-24V,28100,
SUL BSX-592-24V,32100,
SUL BSX-60,59100,
SUL BX-172-A,2800,
SUL BX-172-B,2500,
SUL SC067-3X,4800,
SUL SC067-STD,5100,
SUL SC089-3X,3200,
SUL SC089-STD,3200,
SUL SC090-STD,4000,
SUL SC091-2X,7600,
SUL SC091-3X,7600,
SUL SC091-STD,7600,
SUL SC092-2X,15200,
SUL SC092-3X,15200,
SUL X-213/21-24V,47400,
SUP 1270240821,175100,
SUP 20.20.018,462400,
SUP 246248,300000,
SUP 88.04.005,1600000,
SUP 88.04.010,1700000,
SUP 88.04.015,1600000,
SUP 88.08.013,503800,
SUP 88.08.029,278500,
SUP 88.10.026S,120000,
SUP 88.10.026Z,120000,
SUP 88.20.005,550000,
SUP 88.20.016,640000,
SUP 88.20.017,615700,
SUP 88.20.019,584100,
SUP 88.25.006,175000,
SUP 88.25.007,86700,
SUP 88.25.008,86700,
SUP 88.25.010,109800,
SUP 88.25.012,117900,
SUP 88.25.020,89300,
SUP 88.25.050,120000,
SUP 88.25.051,173400,
SUP 88.25.052,128300,
SUP 88.25.053,128300,
SUP 88.25.054,166700,
SUP 88.25.055,193900,
SUP 88.25.056,192500,
SUP 88.25.720,86700,
SUP 88.25.725,86700,
SUP 88.25.750,400000,
SUP 88.25.751,400000,
SUP 88.25.755,466700,
SUP 88.25.756,502800,
SUP 88.25.760,126700,
SUP 88.30.005,160900,
SUP 88.30.006,146700,
SUP 88.30.007,153400,
SUP 88.30.009,113400,
SUP 88.30.010,162700,
SUP 88.30.029,213400,
SUP 88.30.030,304200,
SUP 88.30.035,186700,
SUP 88.30.1000,120000,
SUP 88.30.110,140000,
SUP 88.30.115,153400,
SUP 88.30.501,13400,
SUP 8830005,191700,
SUP CA32X,34800,
SUP DCZ271,167500,
SUP DM-584,0,
SUP DM-585 STD,0,
SUP DS-730 X,68800,
SUS 0364,0,
SUS 042,18286700,
SUS 110.0366.04T,1263700,
SUS 1363122,308400,
SUS 202,10909400,
SUS 3692,772500,
SUS 415C,5213400,
SUS 465G,4228800,
SUS CO-614,5459700,
SUS CO509,2170500,
SUS CO511,1239500,
SUS CO516,1283400,
SUS CO628,5156200,
SUS S-1406714,1250000,
SUS ST091,789900,
SUS VB-415,6275000,
SUS VB-415A,6100700,
SUSP 21132,1750000,
SUSP ST-010,157600,
SUSP ST001,365000,
SUSP ST143,1342500,
SUZ A43591-65D00-000,0,
SUZ A49160-65D40-000,0,
TAC 1118,197600,
TAC L0501T,1325500,
TAN TC-1008-SF,18900,
TAN TC-1010,30300,
TAN TC-1050-F,11800,
TAN TC-2005,28300,
TAN TC-2035,15400,
TAN TC-2040,11800,
TAN TC-2045,34700,
TAN TC-3062,26200,
TAN TC-3090,18500,
TAN TC-3091-SF,13800,
TAN TC-3100,26200,
TAN TC-4030,52300,
TAN TC-6071,52900,
TAN TC-6076,39100,
TAN TC-7002-F,9900,
TAN TC-7008,17600,
TAN TC-7009,20400,
TAN TC-7045,19000,
TAN TC-7080-F,25100,
TAN TC-7099,6100,
