Empresa,Yhaguy,,,,,,
,,,,,,,
RAZONSOCIAL,NRODOCUMENTO,CONCEPTO,EMISION,VENCIMIENTO,IMPORTE,SALDO,IDCUENTA
PARAGUAY AUTOPARTES Y ACCESORIOS S.A.,15956,Compras  CREDITO,09/21/2018 00:00:00,10/21/2018 00:00:00,561000,561000,47457
PARPACK SA,41438,Gastos Credito,10/01/2018 00:00:00,10/31/2018 00:00:00,550000,550000,11739
PARPACK SA,41437,Gastos Credito,10/01/2018 00:00:00,10/31/2018 00:00:00,388000,388000,11739
PEACH GARDEN SRL,36881,Gastos Contado,09/26/2018 00:00:00,09/27/2018 00:00:00,26960,26960,68408
PLUSCAR S.A.,26752,Compras  CREDITO,09/25/2018 00:00:00,10/25/2018 00:00:00,200000,200000,973
PORTER S.A,31700,Gastos Credito,09/18/2018 00:00:00,10/18/2018 00:00:00,850000,850000,43038
"PRIETO, CYNTHIA MONICA",2567,Gastos Credito,09/14/2018 00:00:00,10/14/2018 00:00:00,750000,750000,68433
PROCARD SA,34291,Gastos Contado,09/29/2017 00:00:00,09/30/2017 00:00:00,64350,64350,10132
PROCARD SA,48179,Gastos Contado,11/30/2017 00:00:00,12/01/2017 00:00:00,49863,49863,10132
PROCARD SA,62227,Gastos Contado,01/31/2018 00:00:00,02/01/2018 00:00:00,22517,22517,10132
PROCARD SA,58173,Gastos Contado,01/31/2018 00:00:00,03/02/2018 00:00:00,148830,148830,10132
PROCARD SA,62228,Gastos Contado,01/31/2018 00:00:00,02/01/2018 00:00:00,179933,179933,10132
PROCARD SA,69116,Gastos Contado,02/28/2018 00:00:00,03/10/2018 00:00:00,319649,319649,10132
PROCARD SA,63989,Gastos Contado,02/28/2018 00:00:00,03/10/2018 00:00:00,44880,44880,10132
PROCARD SA,76015,Gastos Contado,03/28/2018 00:00:00,03/29/2018 00:00:00,170280,170280,10132
PROCARD SA,69733,Gastos Contado,03/28/2018 00:00:00,03/29/2018 00:00:00,132825,132825,10132
PROCARD SA,76014,Gastos Contado,03/28/2018 00:00:00,03/29/2018 00:00:00,20900,20900,10132
PROCARD SA,83234,Gastos Contado,04/30/2018 00:00:00,05/01/2018 00:00:00,54725,54725,10132
PROCARD SA,83235,Gastos Contado,04/30/2018 00:00:00,05/01/2018 00:00:00,485483,485483,10132
PROCARD SA,5625,Gastos Credito,04/30/2018 00:00:00,05/01/2018 00:00:00,128288,128288,10132
PROCARD SA,11590,Gastos Credito,05/31/2018 00:00:00,06/01/2018 00:00:00,160875,160875,10132
PROCARD SA,90340,Gastos Contado,05/31/2018 00:00:00,06/01/2018 00:00:00,209825,209825,10132
PROCARD SA,17568,Gastos Credito,06/29/2018 00:00:00,06/30/2018 00:00:00,52635,52635,10132
PROCARD SA,97508,Gastos Contado,06/29/2018 00:00:00,06/30/2018 00:00:00,3300,3300,10132
PROCARD SA,6919,Gastos Contado,07/31/2018 00:00:00,08/01/2018 00:00:00,13156,13156,10132
PROCARD SA,6918,Gastos Contado,07/31/2018 00:00:00,08/01/2018 00:00:00,39875,39875,10132
PROCARD SA,14260,Gastos Contado,08/31/2018 00:00:00,09/01/2018 00:00:00,20900,20900,10132
PROCARD SA,14261,Gastos Contado,08/31/2018 00:00:00,09/01/2018 00:00:00,8844,8844,10132
PROVENT S.A,4802,Compras  CREDITO,04/06/2017 00:00:00,05/06/2017 00:00:00,841572,841572,865
PROYECTO MAYOR SA,9115,Compras  CREDITO,08/09/2018 00:00:00,09/08/2018 00:00:00,490000,490000,52055
PUERTO SEGURO FLUVIAL S.A.,2660,Gastos de Import.,09/21/2018 00:00:00,10/21/2018 00:00:00,1250786,1250786,55063
QUIERO FRUTA SOCIEDAD ANONIMA,4467,Gastos Contado,09/19/2018 00:00:00,09/20/2018 00:00:00,10000,10000,61131
QUIERO FRUTA SOCIEDAD ANONIMA,4458,Gastos Contado,09/18/2018 00:00:00,09/19/2018 00:00:00,10000,10000,61131
"QUINTANA ALVARENGA, ANDRES DOMINGO",2398,Gastos Credito,10/01/2018 00:00:00,10/31/2018 00:00:00,765000,765000,65005
"QUINTANA ALVARENGA, ANDRES DOMINGO",2397,Gastos Credito,10/01/2018 00:00:00,10/31/2018 00:00:00,455000,455000,65005
RECIBO COMUN,4600,Otros Comp.,03/06/2018 00:00:00,03/07/2018 00:00:00,100000,100000,11275
REGIMIENTO 8 S.A.,37672,Gastos Credito,02/14/2017 00:00:00,03/16/2017 00:00:00,50,50,1143
REPUESTOS TOYOBENZ S.R.L.,4138,Compras CONTADO,01/23/2018 00:00:00,01/23/2018 00:00:00,355000,355000,860
"RESOABLE, HECTOR LUIS",24527,Gastos Contado,09/27/2018 00:00:00,09/28/2018 00:00:00,28000,28000,39963
RETAIL SA -,36929,Gastos Contado,01/20/2017 00:00:00,01/21/2017 00:00:00,18470,18470,10010
RETAIL SA -,74655,Gastos Contado,02/14/2017 00:00:00,02/17/2017 00:00:00,12448,12448,10010
RETAIL SA -,63433,Gastos Contado,06/06/2017 00:00:00,06/07/2017 00:00:00,735,735,10010
RETAIL SA -,104218,Gastos Contado,06/05/2017 00:00:00,06/06/2017 00:00:00,7260,7260,10010
RETAIL SA -,30686,Gastos Contado,10/27/2017 00:00:00,10/28/2017 00:00:00,7980,7980,10010
RETAIL SA -,35324,Gastos Contado,11/29/2017 00:00:00,11/30/2017 00:00:00,1350,1350,10010
RETAIL SA -,51317,Gastos Contado,12/15/2017 00:00:00,12/16/2017 00:00:00,415851,415851,10010
RETAIL SA -,11000,Gastos Contado,01/20/2018 00:00:00,01/21/2018 00:00:00,7725,7725,10010
RETAIL SA -,22787,Gastos Contado,02/01/2018 00:00:00,02/02/2018 00:00:00,34100,34100,10010
RETAIL SA -,25279,Gastos Contado,07/23/2018 00:00:00,07/24/2018 00:00:00,1,1,10010
RETAIL SA -,4385,Gastos Contado,09/18/2018 00:00:00,09/19/2018 00:00:00,102903,102903,10010
RETAIL SA -,6975,Gastos Contado,09/19/2018 00:00:00,09/20/2018 00:00:00,18107,18107,10010
RETAIL SA -,19122,Gastos Contado,09/20/2018 00:00:00,09/21/2018 00:00:00,74828,74828,10010
RETAIL SA -,25544,Gastos Contado,09/22/2018 00:00:00,09/23/2018 00:00:00,82377,82377,10010
RETAIL SA -,8378,Gastos Contado,09/26/2018 00:00:00,09/27/2018 00:00:00,15078,15078,10010
RETAIL SA -,22244,Gastos Contado,09/24/2018 00:00:00,09/25/2018 00:00:00,40202,40202,10010
RETAIL SA -,22985,Gastos Contado,09/26/2018 00:00:00,09/27/2018 00:00:00,39755,39755,10010
RETAIL SA -,19709,Gastos Contado,09/28/2018 00:00:00,09/29/2018 00:00:00,21859,21859,10010
RETAIL SA -,16295,Gastos Contado,09/27/2018 00:00:00,09/28/2018 00:00:00,89562,89562,10010
RETAIL SA -,1083,Gastos Contado,09/27/2018 00:00:00,09/28/2018 00:00:00,9400,9400,10010
RETAIL SA -,10204,Gastos Contado,09/27/2018 00:00:00,09/28/2018 00:00:00,27460,27460,10010
RETAIL SA -,21326,Gastos Contado,09/21/2018 00:00:00,09/22/2018 00:00:00,218347,218347,10010
RETAIL SA -,16884,Gastos Contado,09/17/2018 00:00:00,09/18/2018 00:00:00,48597,48597,10010
RETAIL SA -,12027,Gastos Contado,09/20/2018 00:00:00,09/21/2018 00:00:00,45673,45673,10010
RETAIL SA -,12472,Gastos Contado,09/21/2018 00:00:00,09/22/2018 00:00:00,87945,87945,10010
RETAIL SA -,9856,Gastos Contado,09/18/2018 00:00:00,09/19/2018 00:00:00,15957,15957,10010
RIEDER & CIA.S.A.C.I.,48674,Compras CONTADO,03/21/2017 00:00:00,03/21/2017 00:00:00,"1,08","1,08",1031
RIOS REPUESTOS RG S.A.,22289,Compras CONTADO,01/14/2017 00:00:00,01/14/2017 00:00:00,"1,002","1,002",851
RIOS REPUESTOS RG S.A.,24101,Compras CONTADO,03/18/2017 00:00:00,03/18/2017 00:00:00,"1,02","1,02",851
RIOS REPUESTOS RG S.A.,24737,Compras CONTADO,04/10/2017 00:00:00,04/10/2017 00:00:00,"2,01","2,01",851
RIOS REPUESTOS RG S.A.,25184,Compras CONTADO,04/27/2017 00:00:00,04/27/2017 00:00:00,"1,02","1,02",851
RIOS REPUESTOS RG S.A.,26368,Compras CONTADO,06/13/2017 00:00:00,06/13/2017 00:00:00,1,1,851
RIOS REPUESTOS RG S.A.,26454,Compras CONTADO,06/16/2017 00:00:00,06/16/2017 00:00:00,"1,02","1,02",851
RIOS REPUESTOS RG S.A.,26767,Compras CONTADO,06/29/2017 00:00:00,06/29/2017 00:00:00,2,2,851
RIOS REPUESTOS RG S.A.,58449,Compras CONTADO,07/05/2017 00:00:00,07/05/2017 00:00:00,"1,5","1,5",851
RIOS REPUESTOS RG S.A.,58562,Compras CONTADO,07/07/2017 00:00:00,07/07/2017 00:00:00,2,2,851
RIOS REPUESTOS RG S.A.,271221,Compras CONTADO,07/17/2017 00:00:00,07/17/2017 00:00:00,1,1,851
RIOS REPUESTOS RG S.A.,59407,Compras CONTADO,07/31/2017 00:00:00,07/31/2017 00:00:00,"1,02","1,02",851
RIOS REPUESTOS RG S.A.,60015,Compras CONTADO,08/16/2017 00:00:00,08/16/2017 00:00:00,2,2,851
RIOS REPUESTOS RG S.A.,60021,Compras CONTADO,08/16/2017 00:00:00,08/16/2017 00:00:00,1,1,851
RIOS REPUESTOS RG S.A.,60101,Compras CONTADO,08/18/2017 00:00:00,08/18/2017 00:00:00,1,1,851
RIOS REPUESTOS RG S.A.,33933,Compras  CREDITO,09/05/2017 00:00:00,10/05/2017 00:00:00,"11,939","11,939",851
RIOS REPUESTOS RG S.A.,127901,Compras  CREDITO,09/14/2017 00:00:00,10/13/2017 00:00:00,"548750,004","548750,004",851
RIOS REPUESTOS RG S.A.,129585,Compras  CREDITO,10/03/2017 00:00:00,11/02/2017 00:00:00,"39,997","39,997",851
RIOS REPUESTOS RG S.A.,144422,Compras  CREDITO,02/28/2018 00:00:00,04/04/2018 00:00:00,18,18,851
RIOS REPUESTOS RG S.A.,158237,Compras  CREDITO,08/06/2018 00:00:00,08/07/2018 00:00:00,2,2,851
RIOS REPUESTOS RG S.A.,162626,Compras  CREDITO,09/28/2018 00:00:00,10/28/2018 00:00:00,1223303,1223303,851
"RIVAROLA, NESTOR GUSTAVO",1653,Gastos Credito,09/17/2018 00:00:00,10/17/2018 00:00:00,3300000,3300000,68269
RODOMAQ S.A,2073,Compras  CREDITO,09/17/2018 00:00:00,10/17/2018 00:00:00,3200000,3200000,55658
RODOMAQ S.A,2097,Compras  CREDITO,09/27/2018 00:00:00,10/27/2018 00:00:00,3200000,3200000,55658
RODOMAQ S.A,2124,Compras  CREDITO,10/04/2018 00:00:00,11/03/2018 00:00:00,6400000,6400000,55658
"RUIZ DIAZ VAZQUEZ, FATIMA MARIA",701,Gastos Contado,09/20/2018 00:00:00,09/21/2018 00:00:00,45000,45000,65506
"RUIZ PAREDES, GLORIA FIDELINA",11840,Gastos Contado,09/18/2018 00:00:00,09/19/2018 00:00:00,30000,30000,52207
"RUIZ PAREDES, GLORIA FIDELINA",11876,Gastos Contado,09/28/2018 00:00:00,09/29/2018 00:00:00,75000,75000,52207
"SAENGER CORONEL, ADOLFO",1892,Gastos Contado,09/24/2018 00:00:00,09/25/2018 00:00:00,60000,60000,59937
SALEMMA RETAIL S.A.,77711,Gastos Contado,03/23/2017 00:00:00,03/23/2017 00:00:00,20,20,1209
SALEMMA RETAIL S.A.,14336,Gastos Contado,08/11/2017 00:00:00,08/11/2017 00:00:00,59800,59800,1209
SALEMMA RETAIL S.A.,23719,Gastos Contado,11/03/2017 00:00:00,11/03/2017 00:00:00,558,558,1209
SALEMMA RETAIL S.A.,37857,Gastos Contado,12/29/2017 00:00:00,12/29/2017 00:00:00,18480,18480,1209
SALEMMA RETAIL S.A.,3360,Gastos Contado,06/25/2018 00:00:00,06/23/2018 00:00:00,471300,471300,1209
SALEMMA RETAIL S.A.,9595,Gastos Contado,09/21/2018 00:00:00,09/22/2018 00:00:00,12100,12100,1209
SALEMMA RETAIL S.A.,10538,Gastos Contado,09/27/2018 00:00:00,09/28/2018 00:00:00,25250,25250,1209
SALEMMA RETAIL S.A.,20575,Gastos Contado,09/25/2018 00:00:00,09/26/2018 00:00:00,9950,9950,1209
SALEMMA RETAIL S.A.,11520,Gastos Contado,09/26/2018 00:00:00,09/27/2018 00:00:00,36550,36550,1209
SALEMMA RETAIL S.A.,8490,Gastos Contado,09/25/2018 00:00:00,09/26/2018 00:00:00,37450,37450,1209
SALEMMA RETAIL S.A.,12808,Gastos Contado,09/27/2018 00:00:00,09/28/2018 00:00:00,54450,54450,1209
SALEMMA RETAIL S.A.,10959,Gastos Contado,09/24/2018 00:00:00,09/25/2018 00:00:00,20000,20000,1209
SALEMMA RETAIL S.A.,13105,Gastos Contado,09/29/2018 00:00:00,09/30/2018 00:00:00,251295,251295,1209
SALEMMA RETAIL S.A.,9020,Gastos Contado,09/17/2018 00:00:00,09/18/2018 00:00:00,27600,27600,1209
SALEMMA RETAIL S.A.,3591,Gastos Contado,10/03/2018 00:00:00,10/04/2018 00:00:00,10000,10000,1209
SALEMMA RETAIL S.A.,6187,Gastos Contado,09/24/2018 00:00:00,09/25/2018 00:00:00,35450,35450,1209
SALEMMA RETAIL S.A.,18246,Compras CONTADO,09/24/2018 00:00:00,09/25/2018 00:00:00,23650,23650,1209
SANTA ELENA S.A.,28142,Compras  CREDITO,02/20/2017 00:00:00,03/22/2017 00:00:00,269095,269095,832
SANTA ELENA S.A.,36329,Compras  CREDITO,06/14/2017 00:00:00,07/14/2017 00:00:00,"1184281,4","1184281,4",832
SANTA ELENA S.A.,39834,Compras  CREDITO,07/21/2017 00:00:00,08/20/2017 00:00:00,"16767,7","16767,7",832
SANTA ELENA S.A.,41722,Compras  CREDITO,08/14/2017 00:00:00,09/13/2017 00:00:00,24928688,24928688,832
SANTA ELENA S.A.,70993,Compras  CREDITO,09/26/2017 00:00:00,10/26/2017 00:00:00,6000,6000,832
SANTA ELENA S.A.,54470,Compras  CREDITO,03/22/2018 00:00:00,04/21/2018 00:00:00,"8726192,52","8726192,52",832
SANTA ELENA S.A.,54492,Compras  CREDITO,03/22/2018 00:00:00,04/20/2018 00:00:00,"66563,782","66563,782",832
SANTA ELENA S.A.,86734,Compras  CREDITO,09/14/2018 00:00:00,10/14/2018 00:00:00,"690969,89","690969,89",832
SANTA ELENA S.A.,86747,Compras  CREDITO,09/14/2018 00:00:00,10/14/2018 00:00:00,2775000,2775000,832
SANTA ELENA S.A.,86796,Compras  CREDITO,09/15/2018 00:00:00,10/15/2018 00:00:00,"7961386,11","7961386,11",832
SANTA ELENA S.A.,86826,Compras  CREDITO,09/17/2018 00:00:00,10/17/2018 00:00:00,1231864,1231864,832
SANTA ELENA S.A.,86840,Compras  CREDITO,09/17/2018 00:00:00,10/17/2018 00:00:00,"300406,8","300406,8",832
SANTA ELENA S.A.,86841,Compras  CREDITO,09/17/2018 00:00:00,10/17/2018 00:00:00,"736676,64","736676,64",832
SANTA ELENA S.A.,57764,Compras  CREDITO,09/17/2018 00:00:00,10/17/2018 00:00:00,"300406,8","300406,8",832
SANTA ELENA S.A.,14204,Compras  CREDITO,09/18/2018 00:00:00,10/18/2018 00:00:00,1475000,1475000,832
SANTA ELENA S.A.,14236,Compras  CREDITO,09/18/2018 00:00:00,10/18/2018 00:00:00,"527876,7","527876,7",832
SANTA ELENA S.A.,14241,Compras  CREDITO,09/18/2018 00:00:00,10/18/2018 00:00:00,"1851406,36","1851406,36",832
SANTA ELENA S.A.,86882,Compras  CREDITO,09/18/2018 00:00:00,10/18/2018 00:00:00,"964066,25","964066,25",832
SANTA ELENA S.A.,14319,Compras  CREDITO,09/20/2018 00:00:00,10/20/2018 00:00:00,"1074792,72","1074792,72",832
SANTA ELENA S.A.,14410,Compras  CREDITO,09/21/2018 00:00:00,10/21/2018 00:00:00,"905927,85","905927,85",832
SANTA ELENA S.A.,14409,Compras  CREDITO,09/21/2018 00:00:00,10/21/2018 00:00:00,"2074312,6","2074312,6",832
SANTA ELENA S.A.,14408,Compras  CREDITO,09/21/2018 00:00:00,10/21/2018 00:00:00,"184033,6","184033,6",832
SANTA ELENA S.A.,14433,Compras  CREDITO,09/21/2018 00:00:00,10/21/2018 00:00:00,"1833387,1","1833387,1",832
SANTA ELENA S.A.,14432,Compras  CREDITO,09/21/2018 00:00:00,10/21/2018 00:00:00,"3490771,92","3490771,92",832
SANTA ELENA S.A.,87172,Compras  CREDITO,09/22/2018 00:00:00,10/22/2018 00:00:00,"5791176,99","5791176,99",832
SANTA ELENA S.A.,87165,Compras  CREDITO,09/22/2018 00:00:00,10/22/2018 00:00:00,"1771411,62","1771411,62",832
SANTA ELENA S.A.,14467,Compras  CREDITO,09/22/2018 00:00:00,10/22/2018 00:00:00,"450829,5","450829,5",832
SANTA ELENA S.A.,14483,Compras  CREDITO,09/24/2018 00:00:00,10/24/2018 00:00:00,"964066,49","964066,49",832
SANTA ELENA S.A.,87213,Compras  CREDITO,09/24/2018 00:00:00,10/24/2018 00:00:00,"1305317,51","1305317,51",832
SANTA ELENA S.A.,14502,Compras  CREDITO,09/24/2018 00:00:00,10/24/2018 00:00:00,"118593,56","118593,56",832
SANTA ELENA S.A.,14500,Compras  CREDITO,09/24/2018 00:00:00,10/24/2018 00:00:00,"5754854,34","5754854,34",832
SANTA ELENA S.A.,87222,Compras  CREDITO,09/24/2018 00:00:00,10/24/2018 00:00:00,"4023197,46","4023197,46",832
SANTA ELENA S.A.,87347,Compras  CREDITO,09/26/2018 00:00:00,10/26/2018 00:00:00,"1974553,26","1974553,26",832
SANTA ELENA S.A.,87441,Compras  CREDITO,09/27/2018 00:00:00,10/27/2018 00:00:00,"4649605,09","4649605,09",832
SANTA ELENA S.A.,57885,Compras  CREDITO,09/28/2018 00:00:00,10/28/2018 00:00:00,"5034621,12","5034621,12",832
SANTA ELENA S.A.,57879,Compras  CREDITO,09/28/2018 00:00:00,10/28/2018 00:00:00,"2810563,44","2810563,44",832
SANTA ELENA S.A.,57893,Compras  CREDITO,09/28/2018 00:00:00,10/28/2018 00:00:00,"3167760,08","3167760,08",832
SANTA ELENA S.A.,14805,Compras  CREDITO,10/01/2018 00:00:00,10/31/2018 00:00:00,"3142470,94","3142470,94",832
SANTA ELENA S.A.,14879,Compras  CREDITO,10/02/2018 00:00:00,11/01/2018 00:00:00,"207595,44","207595,44",832
SANTA ELENA S.A.,14921,Compras  CREDITO,10/02/2018 00:00:00,11/01/2018 00:00:00,"936854,48","936854,48",832
SANTA ELENA S.A.,14987,Compras  CREDITO,10/03/2018 00:00:00,11/02/2018 00:00:00,1830000,1830000,832
SANTA ELENA S.A.,15023,Compras  CREDITO,10/03/2018 00:00:00,11/02/2018 00:00:00,"1080103,3","1080103,3",832
SANTA ELENA S.A.,15020,Compras  CREDITO,10/03/2018 00:00:00,11/02/2018 00:00:00,"4054545,96","4054545,96",832
SANTA ELENA S.A.,15022,Compras  CREDITO,10/03/2018 00:00:00,11/02/2018 00:00:00,"634343,6","634343,6",832
SANTA ELENA S.A.,15054,Compras  CREDITO,10/03/2018 00:00:00,11/02/2018 00:00:00,850000,850000,832
SANTA ELENA S.A.,15155,Compras  CREDITO,10/04/2018 00:00:00,11/03/2018 00:00:00,"1720458,06","1720458,06",832
SANTA ELENA S.A.,15198,Compras  CREDITO,10/04/2018 00:00:00,11/03/2018 00:00:00,"1016812,26","1016812,26",832
SANTA ELENA S.A.,15196,Compras  CREDITO,10/04/2018 00:00:00,11/03/2018 00:00:00,"1971536,4","1971536,4",832
SANTA ELENA S.A.,15140,Compras  CREDITO,10/04/2018 00:00:00,11/03/2018 00:00:00,"1860302,4","1860302,4",832
SANTA ELENA S.A.,57942,Compras  CREDITO,10/04/2018 00:00:00,11/03/2018 00:00:00,"905927,85","905927,85",832
SANTA ELENA S.A.,15227,Compras  CREDITO,10/04/2018 00:00:00,11/03/2018 00:00:00,"1981928,76","1981928,76",832
SEGEL LOGISTICA S.A.,42452,Gastos Credito,10/17/2017 00:00:00,11/16/2017 00:00:00,"2514039,9","2514039,9",12156
SEGEL LOGISTICA S.A.,53965,Gastos Credito,09/18/2018 00:00:00,10/18/2018 00:00:00,984000,984000,17484
SEMAR S.R.L.,135173,Gastos Credito,03/08/2018 00:00:00,04/12/2018 00:00:00,20,20,863
SEMAR S.R.L.,137114,Gastos Credito,04/04/2018 00:00:00,05/06/2018 00:00:00,"27618,545","27618,545",863
SEMAR S.R.L.,186996,Compras  CREDITO,09/20/2018 00:00:00,10/20/2018 00:00:00,161000,161000,863
SEMAR S.R.L.,150202,Gastos Credito,09/24/2018 00:00:00,10/24/2018 00:00:00,1054760,1054760,863
SEMAR S.R.L.,186995,Gastos Credito,09/20/2018 00:00:00,10/20/2018 00:00:00,278800,278800,863
SKY COURIER INTERNATIONAL SRL,3050,Gastos Contado,12/29/2017 00:00:00,12/30/2017 00:00:00,22000,22000,10829
SOFAPE S/A,17165,Gastos de Import.,09/25/2017 00:00:00,10/18/2017 00:00:00,"30221754,23","30221754,23",1424
SOLAR SAECA,97209,Gastos Contado,07/31/2018 00:00:00,08/01/2018 00:00:00,44210,44210,37276
SOLAR SAECA,97210,Gastos Contado,07/31/2018 00:00:00,08/01/2018 00:00:00,3942017,3942017,37276
SOLAR SAECA,98039,Gastos Contado,08/29/2018 00:00:00,08/30/2018 00:00:00,57741896,57741896,37276
SOLAR SAECA,98038,Gastos Contado,08/29/2018 00:00:00,08/30/2018 00:00:00,104210,104210,37276
SOLAR SAECA,105098,Gastos Contado,08/31/2018 00:00:00,09/01/2018 00:00:00,1792795,1792795,37276
SOLARIS SA,38221,Gastos Contado,09/25/2018 00:00:00,09/26/2018 00:00:00,25000,25000,53675
SOLUCION LOGISTICA S.A.,3821,Gastos de Import.,09/17/2018 00:00:00,10/17/2018 00:00:00,589023,589023,10731
SOLUCION LOGISTICA S.A.,3820,Gastos de Import.,09/17/2018 00:00:00,10/17/2018 00:00:00,1361225,1361225,10731
"SOMER MACIEL, CONRRADO",10374,Gastos Contado,09/19/2018 00:00:00,09/20/2018 00:00:00,150000,150000,11622
SPRINTE S.A.C.I.,36299,Compras  CREDITO,09/19/2018 00:00:00,10/19/2018 00:00:00,1710000,1710000,780
SUDAMERIS BANK SAECA,100161,Gastos Contado,07/31/2018 00:00:00,08/01/2018 00:00:00,79168462,79168462,9673
SUDAMERIS BANK SAECA,171859,Gastos Contado,08/31/2018 00:00:00,09/01/2018 00:00:00,77161276,77161276,9673
SUPER PRIMAVERA S.A,86286,Gastos Contado,09/24/2018 00:00:00,09/25/2018 00:00:00,22150,22150,55180
SUPERMAS S.A,18447,Gastos Contado,05/08/2018 00:00:00,05/09/2018 00:00:00,30,30,34533
SUPERMERCADO CAMPO 9,23339,Gastos Contado,09/20/2018 00:00:00,09/21/2018 00:00:00,38086,38086,54509
SUPERMERCADO DO�A ANDREA LUCIA SRL,45910,Gastos Contado,04/18/2017 00:00:00,04/19/2017 00:00:00,364,364,53667
SUPERMERCADO DO�A ANDREA LUCIA SRL,3700,Gastos Contado,09/27/2018 00:00:00,09/28/2018 00:00:00,15700,15700,53667
SUPERMERCADO EL PUEBLO  SA,49195,Gastos Contado,02/04/2017 00:00:00,02/05/2017 00:00:00,100,100,9668
SUPERMERCADO FERNANDITO,47367,Gastos Contado,09/28/2018 00:00:00,09/29/2018 00:00:00,37473,37473,67271
SUPERMERCADO GUARANI SRL,35190,Gastos Contado,04/30/2018 00:00:00,05/01/2018 00:00:00,2251,2251,9689
SUPORTE REI,61592016,Gastos de Import.,01/12/2017 00:00:00,02/12/2017 00:00:00,"160249,1","160249,1",878
TELEFONICA CELULAR DEL PARAGUAY S.A.,2022830,Gastos Credito,01/01/2017 00:00:00,01/31/2017 00:00:00,1095001,1095001,9309
TELEFONICA CELULAR DEL PARAGUAY S.A.,781120,Gastos Contado,10/01/2018 00:00:00,10/02/2018 00:00:00,217000,217000,9309
TODO CAMIONES Y COMPA�IA S.A,39287,Compras  CREDITO,09/20/2018 00:00:00,10/20/2018 00:00:00,3486400,3486400,59184
TODO CAMIONES Y COMPA�IA S.A,39290,Compras  CREDITO,09/20/2018 00:00:00,10/20/2018 00:00:00,8130000,8130000,59184
TODO CAMIONES Y COMPA�IA S.A,39339,Compras  CREDITO,09/21/2018 00:00:00,10/21/2018 00:00:00,676000,676000,59184
TODO CAMIONES Y COMPA�IA S.A,39617,Compras  CREDITO,10/01/2018 00:00:00,10/31/2018 00:00:00,1200000,1200000,59184
TODO CAMIONES Y COMPA�IA S.A,39691,Compras  CREDITO,10/02/2018 00:00:00,11/01/2018 00:00:00,1095000,1095000,59184
TODO CAMIONES Y COMPA�IA S.A,39685,Compras  CREDITO,10/02/2018 00:00:00,11/01/2018 00:00:00,1650000,1650000,59184
TODOSCANIA REPUESTOS SA,72540,Compras  CREDITO,09/14/2018 00:00:00,10/14/2018 00:00:00,1200000,1200000,912
TODOSCANIA REPUESTOS SA,72686,Compras  CREDITO,09/18/2018 00:00:00,10/18/2018 00:00:00,380000,380000,912
TRANSPORTE NUEVA ASUNCION SA N.A.S.A,2210,Gastos Contado,09/23/2018 00:00:00,09/24/2018 00:00:00,90000,90000,9360
TRANSPORTE NUEVA ASUNCION SA N.A.S.A,5927,Gastos Contado,09/25/2018 00:00:00,09/26/2018 00:00:00,100000,100000,9360
UNIVERSIDAD TECNOLOGICA INTERCONTINENTAL,18801,Gastos Contado,06/22/2017 00:00:00,06/23/2017 00:00:00,40000,40000,9601
VALPARTS S.A.,54398,Compras  CREDITO,01/04/2017 00:00:00,02/03/2017 00:00:00,1305000,1305000,1506
VALPARTS S.A.,106992,Compras  CREDITO,09/14/2018 00:00:00,10/14/2018 00:00:00,3346000,3346000,1506
VALPARTS S.A.,107100,Compras  CREDITO,09/17/2018 00:00:00,10/17/2018 00:00:00,3620000,3620000,1506
VALPARTS S.A.,107120,Compras  CREDITO,09/17/2018 00:00:00,10/17/2018 00:00:00,49500,49500,1506
VALPARTS S.A.,107122,Compras  CREDITO,09/17/2018 00:00:00,10/17/2018 00:00:00,564000,564000,1506
VALPARTS S.A.,107379,Compras  CREDITO,09/19/2018 00:00:00,10/19/2018 00:00:00,1910000,1910000,1506
VALPARTS S.A.,107386,Compras  CREDITO,09/19/2018 00:00:00,10/19/2018 00:00:00,64000,64000,1506
VALPARTS S.A.,107416,Compras  CREDITO,09/19/2018 00:00:00,10/19/2018 00:00:00,64000,64000,1506
VALPARTS S.A.,107401,Compras  CREDITO,09/19/2018 00:00:00,10/19/2018 00:00:00,2105600,2105600,1506
VALPARTS S.A.,107554,Compras  CREDITO,09/20/2018 00:00:00,10/20/2018 00:00:00,1450000,1450000,1506
VALPARTS S.A.,107552,Compras  CREDITO,09/20/2018 00:00:00,10/20/2018 00:00:00,3587600,3587600,1506
VALPARTS S.A.,107934,Compras  CREDITO,09/25/2018 00:00:00,10/25/2018 00:00:00,444000,444000,1506
VALPARTS S.A.,107810,Compras  CREDITO,09/24/2018 00:00:00,10/24/2018 00:00:00,1190000,1190000,1506
VALPARTS S.A.,108243,Compras  CREDITO,09/28/2018 00:00:00,10/31/2018 00:00:00,6260000,6260000,1506
VALPARTS S.A.,108549,Compras  CREDITO,10/02/2018 00:00:00,11/01/2018 00:00:00,4727000,4727000,1506
VALPARTS S.A.,108534,Compras  CREDITO,10/02/2018 00:00:00,11/01/2018 00:00:00,2300000,2300000,1506
VALVOLINE ARGENTINA S.A,324326,Gastos de Import.,02/21/2017 00:00:00,03/24/2017 00:00:00,"1567726,23","1567726,23",1458
"VILLALBA DE ROMAN, FABIA",2626,Gastos Contado,09/18/2018 00:00:00,09/19/2018 00:00:00,120000,120000,67889
