Empresa,Yhaguy,,,,,,
,,,,,,,
RAZONSOCIAL,NRODOCUMENTO,CONCEPTO,EMISION,VENCIMIENTO,IMPORTE,SALDO,IDCUENTA
CADENA REAL SA,23908,Gastos Contado,09/21/2018 00:00:00,09/22/2018 00:00:00,26950,26950,9617
CADENA REAL SA,15721,Gastos Contado,09/21/2018 00:00:00,09/22/2018 00:00:00,12950,12950,9617
CADENA REAL SA,15351,Gastos Contado,09/18/2018 00:00:00,09/19/2018 00:00:00,12950,12950,9617
CADENA REAL SA,19487,Gastos Contado,09/20/2018 00:00:00,09/21/2018 00:00:00,105350,105350,9617
CADENA REAL SA,28633,Gastos Contado,09/17/2018 00:00:00,09/18/2018 00:00:00,10950,10950,9617
CADENA REAL SA,19338,Gastos Contado,09/19/2018 00:00:00,09/20/2018 00:00:00,27650,27650,9617
CADENA REAL SA,13377,Gastos Contado,09/17/2018 00:00:00,09/18/2018 00:00:00,29050,29050,9617
CADENA REAL SA,16049,Gastos Contado,09/24/2018 00:00:00,09/25/2018 00:00:00,14700,14700,9617
CADENA REAL SA,23477,Gastos Contado,09/27/2018 00:00:00,09/28/2018 00:00:00,51650,51650,9617
CADENA REAL SA,23907,Gastos Contado,09/20/2018 00:00:00,09/21/2018 00:00:00,17800,17800,9617
CALA S.A,7440,Gastos Contado,10/03/2018 00:00:00,10/04/2018 00:00:00,10000,10000,51951
"CALCA, DARCY",10447,Compras  CREDITO,09/19/2018 00:00:00,10/19/2018 00:00:00,3192404,3192404,59402
CARLAO AUTORREPUESTOS S.A.,62805,Compras  CREDITO,03/23/2017 00:00:00,04/23/2017 00:00:00,51565000,51565000,1084
CARLAO AUTORREPUESTOS S.A.,4879,Compras  CREDITO,07/25/2017 00:00:00,08/24/2017 00:00:00,690000,690000,1084
CARLAO AUTORREPUESTOS S.A.,70962,Compras  CREDITO,07/24/2017 00:00:00,08/23/2017 00:00:00,340000,340000,1084
CARLAO AUTORREPUESTOS S.A.,73090,Compras  CREDITO,08/25/2017 00:00:00,09/24/2017 00:00:00,770000,770000,1084
CARLAO AUTORREPUESTOS S.A.,73168,Compras  CREDITO,08/28/2017 00:00:00,09/27/2017 00:00:00,10000,10000,1084
CARLAO AUTORREPUESTOS S.A.,80840,Compras  CREDITO,01/03/2018 00:00:00,02/02/2018 00:00:00,2970000,2970000,1084
CARLAO AUTORREPUESTOS S.A.,93584,Compras  CREDITO,07/09/2018 00:00:00,08/08/2018 00:00:00,360000,360000,1084
CARLAO AUTORREPUESTOS S.A.,94921,Compras  CREDITO,07/26/2018 00:00:00,08/25/2018 00:00:00,270000,270000,1084
CARLAO AUTORREPUESTOS S.A.,97822,Compras  CREDITO,09/03/2018 00:00:00,10/03/2018 00:00:00,3562500,3562500,1084
CARLAO AUTORREPUESTOS S.A.,98322,Compras  CREDITO,09/10/2018 00:00:00,10/10/2018 00:00:00,3750000,3750000,1084
CARLAO AUTORREPUESTOS S.A.,98455,Compras  CREDITO,09/11/2018 00:00:00,10/11/2018 00:00:00,899620,899620,1084
CARLAO AUTORREPUESTOS S.A.,98750,Compras  CREDITO,09/14/2018 00:00:00,10/14/2018 00:00:00,3985000,3985000,1084
CARLAO AUTORREPUESTOS S.A.,98865,Compras  CREDITO,09/17/2018 00:00:00,10/17/2018 00:00:00,2767000,2767000,1084
CARLAO AUTORREPUESTOS S.A.,99035,Compras  CREDITO,09/19/2018 00:00:00,10/19/2018 00:00:00,5995000,5995000,1084
CARLAO AUTORREPUESTOS S.A.,99219,Compras  CREDITO,09/21/2018 00:00:00,10/21/2018 00:00:00,345000,345000,1084
CARLAO AUTORREPUESTOS S.A.,99101,Compras  CREDITO,09/20/2018 00:00:00,10/20/2018 00:00:00,5070000,5070000,1084
CARLAO AUTORREPUESTOS S.A.,99170,Compras  CREDITO,09/20/2018 00:00:00,10/20/2018 00:00:00,700000,700000,1084
CARLAO AUTORREPUESTOS S.A.,99274,Compras  CREDITO,09/22/2018 00:00:00,10/22/2018 00:00:00,950000,950000,1084
CARLAO AUTORREPUESTOS S.A.,99275,Compras  CREDITO,09/22/2018 00:00:00,10/22/2018 00:00:00,2575000,2575000,1084
CARLAO AUTORREPUESTOS S.A.,99909,Compras  CREDITO,10/02/2018 00:00:00,11/01/2018 00:00:00,324000,324000,1084
CARLAO AUTORREPUESTOS S.A.,99900,Compras  CREDITO,10/02/2018 00:00:00,11/01/2018 00:00:00,2700000,2700000,1084
CENTRO AGRICOLA S.R.L.,78941,Compras  CREDITO,11/27/2017 00:00:00,12/27/2017 00:00:00,24000,24000,1433
CENTRO DEL NEUMATICO S.A.,67929,Compras  CREDITO,05/31/2018 00:00:00,06/30/2018 00:00:00,904000,904000,14102
CENTRO IMPORT S.A.C.I.,21987,Compras  CREDITO,07/05/2017 00:00:00,07/17/2017 00:00:00,294360,294360,824
CENTRO REPUESTOS S.R.L.,87315,Compras  CREDITO,09/19/2018 00:00:00,10/19/2018 00:00:00,908500,908500,1136
CENTRO REPUESTOS S.R.L.,87511,Compras  CREDITO,09/24/2018 00:00:00,10/24/2018 00:00:00,737000,737000,1136
CENTRO REPUESTOS S.R.L.,87563,Compras  CREDITO,09/25/2018 00:00:00,10/25/2018 00:00:00,960000,960000,1136
CHACOMER S.A.E,246951,Compras  CREDITO,09/12/2017 00:00:00,09/22/2017 00:00:00,"1097711,57","1097711,57",1032
CHACOMER S.A.E,222567,Compras  CREDITO,09/11/2018 00:00:00,10/11/2018 00:00:00,"1,159","1,159",1032
CHACOMER S.A.E,229995,Compras  CREDITO,09/18/2018 00:00:00,10/18/2018 00:00:00,858000,858000,1032
CHACOMER S.A.E,234584,Compras  CREDITO,09/25/2018 00:00:00,10/25/2018 00:00:00,"8458104,45","8458104,45",1032
CHACOMER S.A.E,239440,Compras  CREDITO,10/01/2018 00:00:00,10/31/2018 00:00:00,2926396,2926396,1032
CHACOMER S.A.E,241396,Compras  CREDITO,10/03/2018 00:00:00,10/28/2018 00:00:00,5797202,5797202,1032
"CHAMORRO DUARTE, LIBIA NOEMI",11336,Gastos Contado,05/18/2017 00:00:00,05/18/2017 00:00:00,25,25,40543
"CHAMORRO DUARTE, LIBIA NOEMI",28720,Gastos Contado,10/25/2017 00:00:00,10/25/2017 00:00:00,31,31,40543
"COLLEVILLE D' ECCLESSIIS, LORENZO M. DE",9979,Gastos Contado,09/19/2018 00:00:00,09/20/2018 00:00:00,120000,120000,34969
COMPA�IA SAN IGNACIO S.A,5107,Gastos Credito,09/14/2018 00:00:00,10/14/2018 00:00:00,1540000,1540000,51976
CONDOR S.A.C.I.,4914,Compras  CREDITO,09/21/2018 00:00:00,10/21/2018 00:00:00,501600,501600,834
CONDOR S.A.C.I.,4913,Compras  CREDITO,09/21/2018 00:00:00,10/21/2018 00:00:00,528000,528000,834
CONTENIDOS DIRIGIDOS  SA,7191,Gastos Contado,09/21/2018 00:00:00,09/22/2018 00:00:00,75000,75000,67696
CONTINENTAL CUBIERTAS USA,90764,Gastos de Import.,04/04/2017 00:00:00,05/04/2017 00:00:00,3945322,3945322,38331
COOP. BINAC. DE SERVICIOS CABAL PARAGUAY LTDA.,95170,Gastos Contado,07/31/2018 00:00:00,08/01/2018 00:00:00,508158,508158,9952
COOP. BINAC. DE SERVICIOS CABAL PARAGUAY LTDA.,94790,Gastos Contado,07/31/2018 00:00:00,08/01/2018 00:00:00,41339,41339,9952
COOP. BINAC. DE SERVICIOS CABAL PARAGUAY LTDA.,103338,Gastos Contado,08/31/2018 00:00:00,09/01/2018 00:00:00,92453,92453,9952
COOP. BINAC. DE SERVICIOS CABAL PARAGUAY LTDA.,103724,Gastos Contado,08/31/2018 00:00:00,09/30/2018 00:00:00,111606,111606,9952
COOPERATIVA CHORTITZER LTDA,47318,Gastos Contado,06/20/2018 00:00:00,06/21/2018 00:00:00,115518,115518,10654
COOPERATIVA CHORTITZER LTDA,43290,Gastos Contado,09/24/2018 00:00:00,09/25/2018 00:00:00,18280,18280,10654
COOPERATIVA CHORTITZER LTDA,15907,Gastos Contado,09/24/2018 00:00:00,09/28/2018 00:00:00,24310,24310,10654
COOPERATIVA CHORTITZER LTDA,7178,Gastos Contado,09/19/2018 00:00:00,09/20/2018 00:00:00,68492,68492,10654
COOPERATIVA UNIVERSITARIA LTDA,60517,Gastos Contado,06/30/2018 00:00:00,07/01/2018 00:00:00,159451,159451,9743
COOPERATIVA UNIVERSITARIA LTDA,59749,Gastos Contado,06/30/2018 00:00:00,07/01/2018 00:00:00,11000,11000,9743
COOPERATIVA UNIVERSITARIA LTDA,66654,Gastos Contado,07/31/2018 00:00:00,08/01/2018 00:00:00,75218,75218,9743
COOPERATIVA UNIVERSITARIA LTDA,72787,Gastos Contado,08/31/2018 00:00:00,09/30/2018 00:00:00,55231,55231,9743
COPACO S.A.,2564529,Gastos Contado,01/23/2017 00:00:00,01/24/2017 00:00:00,1076,1076,9619
COPACO S.A.,3170530,Gastos Contado,03/10/2017 00:00:00,03/11/2017 00:00:00,82058,82058,9619
COPACO S.A.,3418639,Gastos Contado,04/10/2017 00:00:00,04/11/2017 00:00:00,44010,44010,9619
COPETIN TIA PETRONA,1686,Boleta de Venta,10/06/2017 00:00:00,10/07/2017 00:00:00,9681808000,9681808000,53737
CR REPUESTOS,25383,Compras  CREDITO,10/03/2018 00:00:00,11/02/2018 00:00:00,540000,540000,810
CRUCERO DEL ESTE S.R.L.,68741,Boleta de Venta,02/06/2017 00:00:00,02/06/2017 00:00:00,240000,240000,49835
"CUEVAS, JOS�",7727,Gastos Credito,09/27/2018 00:00:00,10/27/2018 00:00:00,380000,380000,51188
"DE ENDLER , HILDA",48169,Gastos Contado,10/26/2017 00:00:00,10/27/2017 00:00:00,37,37,64852
DE LA SOBERA HNOS S.A.I.C.E.C.A,18451,Compras CONTADO,07/07/2017 00:00:00,07/07/2017 00:00:00,22240,22240,42602
DE LA SOBERA HNOS S.A.I.C.E.C.A,18728,Compras CONTADO,07/31/2017 00:00:00,07/31/2017 00:00:00,1378412145,1378412145,1104
DIAZ E HIJOS SA- HIPERMERCADO LUISITO,52516,Gastos Contado,09/17/2018 00:00:00,09/18/2018 00:00:00,32807,32807,10071
"DIAZ FLOREZ, EMIGDIO",40649,Gastos Credito,08/01/2018 00:00:00,08/31/2018 00:00:00,300,300,1069
"DIAZ FLOREZ, EMIGDIO",42010,Gastos Credito,09/21/2018 00:00:00,10/21/2018 00:00:00,79000,79000,1069
"DIAZ FLOREZ, EMIGDIO",42181,Gastos Credito,09/27/2018 00:00:00,10/27/2018 00:00:00,676000,676000,1069
DIESA S.A.,1323,Gastos Credito,09/06/2018 00:00:00,10/06/2018 00:00:00,360000,360000,9457
DIESA S.A.,1322,Gastos Credito,09/06/2018 00:00:00,10/06/2018 00:00:00,978000,978000,9457
DIESELMAR S.A.,46193,Compras  CREDITO,06/19/2017 00:00:00,07/19/2017 00:00:00,640000,640000,846
DIESELMAR S.A.,59936,Compras  CREDITO,09/20/2018 00:00:00,10/20/2018 00:00:00,600000,600000,846
DIESELMAR S.A.,59993,Compras  CREDITO,09/22/2018 00:00:00,10/22/2018 00:00:00,1050000,1050000,846
DIEXCAR DE ACRO S.A.,18946,Compras  CREDITO,09/20/2018 00:00:00,10/20/2018 00:00:00,1584000,1584000,64858
DIEXCAR EQUIP.,61532,Compras  CREDITO,01/16/2017 00:00:00,02/15/2017 00:00:00,"264601,5","264601,5",1140
DIEXCAR EQUIP.,65118,Compras  CREDITO,03/10/2017 00:00:00,04/09/2017 00:00:00,"97,2","97,2",1140
DON JUAN GOMERIA,129,Gastos Contado,09/22/2018 00:00:00,09/23/2018 00:00:00,24715900000,24715900000,66000
"DURE GONZALEZ, SONIA BEATRIZ",15907,Gastos Contado,09/24/2018 00:00:00,09/25/2018 00:00:00,50000,50000,68404
"DURE GONZALEZ, SONIA BEATRIZ",15810,Gastos Contado,09/18/2018 00:00:00,09/19/2018 00:00:00,20000,20000,68404
"DURE GONZALEZ, SONIA BEATRIZ",15825,Gastos Contado,09/19/2018 00:00:00,09/20/2018 00:00:00,20000,20000,68404
EDITORIAL AZETA S.A.,2846,Gastos Credito,09/17/2018 00:00:00,10/17/2018 00:00:00,1501200,1501200,9833
EDITORIAL AZETA S.A.,42363,Gastos Credito,09/13/2018 00:00:00,10/13/2018 00:00:00,1501200,1501200,9833
ELECTROPAR S.A.,19341,Gastos Credito,09/27/2018 00:00:00,10/27/2018 00:00:00,482022,482022,1190
ELID S.A. GRAN VIA,27288,Gastos Contado,09/17/2018 00:00:00,09/18/2018 00:00:00,17950,17950,9965
ELID S.A. GRAN VIA,26096,Gastos Contado,09/24/2018 00:00:00,09/25/2018 00:00:00,13100,13100,9965
ELID S.A. GRAN VIA,28913,Gastos Contado,09/25/2018 00:00:00,09/26/2018 00:00:00,17050,17050,9965
"ESPINOLA R, MARIA D",760,Gastos Contado,09/21/2018 00:00:00,09/22/2018 00:00:00,480000,480000,64204
"ESPINOLA, ESCOLASTICA",321,Gastos Contado,09/26/2018 00:00:00,09/27/2018 00:00:00,120000,120000,68375
ESSAP,9951,Boleta de Venta,08/14/2018 00:00:00,09/13/2018 00:00:00,2867000,2867000,9609
ESSAP,65299476,Boleta de Venta,08/14/2018 00:00:00,08/15/2018 00:00:00,1433000,1433000,9609
ESTACION BAHIA S.A.-SACRAMENTO,80154,Gastos Contado,09/28/2018 00:00:00,10/28/2018 00:00:00,21500,21500,14176
ESTRELLA PARAGUAYA S.R.L,40856,Gastos Contado,04/19/2018 00:00:00,04/20/2018 00:00:00,540000,540000,9273
EURO IMPORT S.A.,165288,Compras CONTADO,02/01/2017 00:00:00,02/01/2017 00:00:00,"3,96","3,96",1111
EURO IMPORT S.A.,21535,Compras  CREDITO,03/07/2017 00:00:00,04/06/2017 00:00:00,1110000,1110000,1111
EURO IMPORT S.A.,169988,Compras CONTADO,03/11/2017 00:00:00,03/11/2017 00:00:00,"16000,347","16000,347",1111
EURO IMPORT S.A.,174236,Compras CONTADO,04/12/2017 00:00:00,04/10/2017 00:00:00,1,1,1111
EURO IMPORT S.A.,183176,Compras CONTADO,06/29/2017 00:00:00,06/29/2017 00:00:00,"67,55","67,55",1111
EURO IMPORT S.A.,31524,Compras  CREDITO,10/04/2018 00:00:00,11/03/2018 00:00:00,1952000,1952000,1111
FABIOLA SA,371,Gastos Contado,11/07/2017 00:00:00,11/08/2017 00:00:00,20850,20850,9646
FABIOLA SA,64542,Gastos Contado,07/26/2018 00:00:00,07/27/2018 00:00:00,3500,3500,9646
FINANCIERA EL COMERCIO SAECA,7259,Gastos Contado,07/20/2018 00:00:00,07/21/2018 00:00:00,3355363,3355363,64147
FINANCIERA EL COMERCIO SAECA,7260,Gastos Contado,07/20/2018 00:00:00,07/21/2018 00:00:00,22718896,22718896,64147
FINANCIERA RIO SAECA,8817,Prestamos Bancarios,11/28/2017 00:00:00,11/29/2017 00:00:00,185967444,185967444,13495
FINANCIERA RIO SAECA,50008917,Prestamos Bancarios,12/21/2017 00:00:00,12/22/2017 00:00:00,186112175,186112175,13495
FINANCIERA RIO SAECA,730,Gastos Contado,09/12/2018 00:00:00,09/13/2018 00:00:00,46578088,46578088,13495
FINEXPAR SA FINANCIERA,71110013,Prestamos Bancarios,11/10/2017 00:00:00,12/10/2017 00:00:00,651843658,651843658,9827
FINEXPAR SA FINANCIERA,184,Gastos Contado,11/10/2017 00:00:00,12/10/2017 00:00:00,"3529409,891","3529409,891",9827
FINEXPAR SA FINANCIERA,4144,Gastos Contado,06/25/2018 00:00:00,06/26/2018 00:00:00,"3630944,536","3630944,536",9827
FINEXPAR SA FINANCIERA,5148,Gastos Credito,08/23/2018 00:00:00,09/28/2018 00:00:00,145325165,145325165,9827
FINLATINA S.A.,175,Gastos Contado,06/27/2018 00:00:00,06/28/2018 00:00:00,4668736,4668736,67506
"FISCHLER WOLLMEISTER, DORIS",3194,Compras CONTADO,09/26/2018 00:00:00,09/27/2018 00:00:00,120000,120000,64190
FORMUGRAFICA S.A.,21372,Gastos Credito,09/26/2018 00:00:00,10/26/2018 00:00:00,2255000,2255000,9298
"FRUTOS PEREIRA, FEDERICO RAUL",1,Otros Prestamos,09/18/2018 00:00:00,09/19/2018 00:00:00,50000,50000,35916
"GALEANO ROJAS, SEGUNDO IGNACIO",24969,Gastos Contado,09/19/2018 00:00:00,09/20/2018 00:00:00,60000,60000,51916
"GALEANO ROJAS, SEGUNDO IGNACIO",25024,Gastos Contado,09/25/2018 00:00:00,09/26/2018 00:00:00,120000,120000,51916
"GALEANO ROJAS, SEGUNDO IGNACIO",25053,Gastos Contado,09/27/2018 00:00:00,09/28/2018 00:00:00,120000,120000,51916
"GARCIA AYALA, MARCOS ANTONIO",90,Gastos Contado,10/01/2018 00:00:00,10/02/2018 00:00:00,40000,40000,63079
GARDEN AUTOMOTORES S.A.,316111,Gastos Credito,10/24/2017 00:00:00,11/23/2017 00:00:00,200000,200000,1171
GENERAL SANTOS SRL,6840,Gastos Contado,09/28/2018 00:00:00,09/29/2018 00:00:00,15500,15500,9591
"GIMENEZ CRISTALDO, VIRGINIA ELIZABET",38221,Gastos Contado,09/24/2018 00:00:00,09/28/2018 00:00:00,96000,96000,50275
GITI TIRE CUBIERTAS,1604362,Gastos de Import.,03/15/2017 00:00:00,04/16/2017 00:00:00,"8278387,488","8278387,488",10023
GO PRO S.A,22814,Gastos Credito,09/21/2018 00:00:00,10/21/2018 00:00:00,434999,434999,59145
"GODOY DE MACHUCA, MARIA GLORIA CONCEPCION",938,Gastos Contado,02/08/2018 00:00:00,02/09/2018 00:00:00,22000,22000,64166
"GODOY DE MACHUCA, MARIA GLORIA CONCEPCION",1471,Gastos Contado,09/26/2018 00:00:00,09/27/2018 00:00:00,23000,23000,64166
"GODOY DE MACHUCA, MARIA GLORIA CONCEPCION",1455,Gastos Contado,09/20/2018 00:00:00,09/21/2018 00:00:00,23000,23000,64166
"GODOY LOPEZ, JOSE MARIA",720689,Gastos de Import.,04/10/2017 00:00:00,05/10/2017 00:00:00,18,18,9433
"GODOY LOPEZ, JOSE MARIA",471,Gastos de Import.,01/19/2018 00:00:00,02/18/2018 00:00:00,10000,10000,9433
"GODOY LOPEZ, JOSE MARIA",23788,Gastos de Import.,09/18/2018 00:00:00,10/18/2018 00:00:00,655839,655839,9433
"GODOY LOPEZ, JOSE MARIA",23787,Gastos de Import.,09/18/2018 00:00:00,10/18/2018 00:00:00,2750000,2750000,9433
"GODOY LOPEZ, JOSE MARIA",32309,Gastos de Import.,09/17/2018 00:00:00,10/17/2018 00:00:00,137500,137500,9433
"GODOY LOPEZ, JOSE MARIA",1493718,Gastos de Import.,09/10/2018 00:00:00,10/10/2018 00:00:00,110400,110400,9433
"GODOY LOPEZ, JOSE MARIA",1493719,Gastos de Import.,09/10/2018 00:00:00,10/10/2018 00:00:00,110400,110400,9433
"GODOY LOPEZ, JOSE MARIA",1493720,Gastos de Import.,09/10/2018 00:00:00,10/10/2018 00:00:00,184000,184000,9433
"GODOY LOPEZ, JOSE MARIA",1493721,Gastos de Import.,09/10/2018 00:00:00,10/10/2018 00:00:00,220800,220800,9433
"GODOY LOPEZ, JOSE MARIA",4403,Gastos de Import.,09/17/2018 00:00:00,10/17/2018 00:00:00,68000,68000,9433
"GODOY LOPEZ, JOSE MARIA",4402,Gastos de Import.,09/17/2018 00:00:00,10/17/2018 00:00:00,78000,78000,9433
"GODOY LOPEZ, JOSE MARIA",10517,Gastos de Import.,09/17/2018 00:00:00,10/20/2018 00:00:00,4017293,4017293,9433
"GODOY LOPEZ, JOSE MARIA",10517,Base Imponible,09/17/2018 00:00:00,10/17/2018 00:00:00,12337936,12337936,9433
"GODOY LOPEZ, JOSE MARIA",23790,Gastos de Import.,09/18/2018 00:00:00,10/18/2018 00:00:00,1621091,1621091,9433
"GODOY LOPEZ, JOSE MARIA",23789,Gastos de Import.,09/18/2018 00:00:00,10/18/2018 00:00:00,660000,660000,9433
"GODOY LOPEZ, JOSE MARIA",32319,Gastos de Import.,09/17/2018 00:00:00,10/17/2018 00:00:00,137500,137500,9433
"GODOY LOPEZ, JOSE MARIA",4398,Gastos de Import.,09/17/2018 00:00:00,10/17/2018 00:00:00,148000,148000,9433
"GODOY LOPEZ, JOSE MARIA",35918,Gastos de Import.,09/18/2018 00:00:00,10/18/2018 00:00:00,30000,30000,9433
"GODOY LOPEZ, JOSE MARIA",10518,Gastos de Import.,09/17/2018 00:00:00,10/17/2018 00:00:00,28316353,28316353,9433
"GODOY LOPEZ, JOSE MARIA",10518,Base Imponible,09/17/2018 00:00:00,10/17/2018 00:00:00,32317881,32317881,9433
"GODOY LOPEZ, JOSE MARIA",23841,Gastos de Import.,09/24/2018 00:00:00,10/24/2018 00:00:00,3092991,3092991,9433
"GODOY LOPEZ, JOSE MARIA",23840,Gastos de Import.,09/24/2018 00:00:00,10/24/2018 00:00:00,6160000,6160000,9433
"GODOY LOPEZ, JOSE MARIA",1345148,Gastos de Import.,09/18/2018 00:00:00,10/18/2018 00:00:00,625475,625475,9433
"GODOY LOPEZ, JOSE MARIA",1345149,Gastos de Import.,09/18/2018 00:00:00,10/18/2018 00:00:00,219225,219225,9433
"GODOY LOPEZ, JOSE MARIA",1345150,Gastos de Import.,09/18/2018 00:00:00,10/18/2018 00:00:00,219225,219225,9433
"GODOY LOPEZ, JOSE MARIA",213739,Gastos de Import.,09/20/2018 00:00:00,10/20/2018 00:00:00,1140278,1140278,9433
"GODOY LOPEZ, JOSE MARIA",11423,Gastos de Import.,09/21/2018 00:00:00,10/21/2018 00:00:00,74000,74000,9433
"GODOY LOPEZ, JOSE MARIA",36007,Gastos de Import.,09/24/2018 00:00:00,10/24/2018 00:00:00,91000,91000,9433
"GODOY LOPEZ, JOSE MARIA",4997,Gastos de Import.,09/21/2018 00:00:00,10/21/2018 00:00:00,27022300,27022300,9433
"GODOY LOPEZ, JOSE MARIA",4997,Base Imponible,09/21/2018 00:00:00,10/21/2018 00:00:00,58885878,58885878,9433
"GODOY LOPEZ, JOSE MARIA",23876,Gastos de Import.,09/26/2018 00:00:00,10/26/2018 00:00:00,2668645,2668645,9433
"GODOY LOPEZ, JOSE MARIA",23875,Gastos de Import.,09/26/2018 00:00:00,10/26/2018 00:00:00,14300000,14300000,9433
"GODOY LOPEZ, JOSE MARIA",1350875,Gastos de Import.,09/25/2018 00:00:00,10/25/2018 00:00:00,626338,626338,9433
"GODOY LOPEZ, JOSE MARIA",1350876,Gastos de Import.,09/25/2018 00:00:00,10/25/2018 00:00:00,220088,220088,9433
"GODOY LOPEZ, JOSE MARIA",3482,Gastos de Import.,09/25/2018 00:00:00,10/30/2018 00:00:00,68000,68000,9433
"GODOY LOPEZ, JOSE MARIA",36010,Gastos de Import.,09/26/2018 00:00:00,10/26/2018 00:00:00,97000,97000,9433
"GODOY LOPEZ, JOSE MARIA",7300,Gastos de Import.,09/25/2018 00:00:00,10/25/2018 00:00:00,29495166,29495166,9433
"GODOY LOPEZ, JOSE MARIA",7300,Base Imponible,09/25/2018 00:00:00,10/25/2018 00:00:00,51408939,51408939,9433
"GODOY LOPEZ, JOSE MARIA",23938,Gastos de Import.,10/02/2018 00:00:00,11/01/2018 00:00:00,1326629,1326629,9433
"GODOY LOPEZ, JOSE MARIA",23937,Gastos de Import.,10/02/2018 00:00:00,11/01/2018 00:00:00,660000,660000,9433
"GODOY LOPEZ, JOSE MARIA",32632,Gastos de Import.,10/01/2018 00:00:00,10/31/2018 00:00:00,137500,137500,9433
"GODOY LOPEZ, JOSE MARIA",1503051,Gastos de Import.,09/24/2018 00:00:00,10/24/2018 00:00:00,117300,117300,9433
"GODOY LOPEZ, JOSE MARIA",1503052,Gastos de Import.,09/24/2018 00:00:00,10/24/2018 00:00:00,117300,117300,9433
"GODOY LOPEZ, JOSE MARIA",1503053,Gastos de Import.,09/24/2018 00:00:00,10/24/2018 00:00:00,195500,195500,9433
"GODOY LOPEZ, JOSE MARIA",3528,Gastos de Import.,10/01/2018 00:00:00,10/31/2018 00:00:00,98000,98000,9433
"GODOY LOPEZ, JOSE MARIA",36143,Gastos de Import.,10/02/2018 00:00:00,11/01/2018 00:00:00,67000,67000,9433
"GODOY LOPEZ, JOSE MARIA",11094,Gastos de Import.,10/01/2018 00:00:00,10/31/2018 00:00:00,13084770,13084770,9433
"GODOY LOPEZ, JOSE MARIA",11094,Base Imponible,10/01/2018 00:00:00,10/31/2018 00:00:00,25441112,25441112,9433
"GONZALEZ ROMAN, JHONNY CRISTHIAN",5733,Gastos Contado,09/19/2018 00:00:00,09/20/2018 00:00:00,50000,50000,13174
"GRANZA, JOSE LUIZ",55011,Gastos Contado,09/27/2018 00:00:00,09/28/2018 00:00:00,47384,47384,49290
GRUPO GARCIA RIESER S.A,9231,Gastos Contado,09/24/2018 00:00:00,09/25/2018 00:00:00,240000,240000,17345
GRUPO GARCIA RIESER S.A,9189,Gastos Contado,09/21/2018 00:00:00,09/22/2018 00:00:00,360000,360000,17345
HIJOS DE DO�A JULIA S.A,110145,Gastos Contado,09/25/2018 00:00:00,09/26/2018 00:00:00,13500,13500,55891
HOTEL AMERICAN PLAZA,2111,Gastos Contado,09/21/2018 00:00:00,09/22/2018 00:00:00,300000,300000,60160
HOTEL MONUMENTAL de Ramon Saturnino Gutierrez Vazq,9749,Gastos Credito,09/26/2018 00:00:00,09/27/2018 00:00:00,100000,100000,15294
IDICON S.A.,9055,Compras  CREDITO,09/02/2017 00:00:00,10/02/2017 00:00:00,660000,660000,10162
IDICON S.A.,9805,Compras  CREDITO,09/13/2017 00:00:00,10/13/2017 00:00:00,35088,35088,10162
IDICON S.A.,14023,Compras  CREDITO,07/17/2018 00:00:00,08/16/2018 00:00:00,1,1,10162
IDICON S.A.,17776,Compras  CREDITO,09/03/2018 00:00:00,10/03/2018 00:00:00,"0,996","0,996",10162
IDICON S.A.,18943,Compras  CREDITO,09/18/2018 00:00:00,10/18/2018 00:00:00,468000,468000,10162
IDICON S.A.,19301,Compras  CREDITO,09/20/2018 00:00:00,10/20/2018 00:00:00,975994,975994,10162
IDICON S.A.,19393,Compras  CREDITO,09/21/2018 00:00:00,10/21/2018 00:00:00,3028167,3028167,10162
IDICON S.A.,19870,Compras  CREDITO,09/27/2018 00:00:00,10/27/2018 00:00:00,"2967180,3","2967180,3",10162
IDICON S.A.,20138,Compras  CREDITO,10/01/2018 00:00:00,10/31/2018 00:00:00,2124512,2124512,10162
IDICON S.A.,20242,Compras  CREDITO,10/02/2018 00:00:00,11/01/2018 00:00:00,922381,922381,10162
IDICON S.A.,20363,Compras  CREDITO,10/03/2018 00:00:00,11/02/2018 00:00:00,"771705,99","771705,99",10162
"IGLESIA COLLANTE, CARMEN",8148,Gastos Contado,09/19/2018 00:00:00,09/20/2018 00:00:00,120000,120000,37295
"IGLESIA COLLANTE, CARMEN",8183,Gastos Contado,09/25/2018 00:00:00,09/26/2018 00:00:00,120000,120000,37295
"IGLESIA COLLANTE, CARMEN",8223,Gastos Contado,10/02/2018 00:00:00,10/03/2018 00:00:00,60000,60000,37295
"IGLESIA COLLANTE, CARMEN",8222,Gastos Contado,10/02/2018 00:00:00,10/03/2018 00:00:00,60000,60000,37295
IMPORTADORA AVENIDA S.A.,32343,Compras  CREDITO,09/12/2018 00:00:00,10/12/2018 00:00:00,1256600,1256600,956
IMPORTADORA AVENIDA S.A.,5918,Compras  CREDITO,09/20/2018 00:00:00,10/20/2018 00:00:00,1121000,1121000,956
IMPORTADORA AVENIDA S.A.,5975,Compras  CREDITO,09/21/2018 00:00:00,10/21/2018 00:00:00,1107700,1107700,956
IMPORTADORA AVENIDA S.A.,32464,Compras  CREDITO,09/21/2018 00:00:00,10/21/2018 00:00:00,1902500,1902500,956
