Empresa,Yhaguy Repuestos,
,,
CODIGO,POSITIVO,NEGATIVO
NAK NKJ-659,27,0
NAK NKJ-509,0,-10
NAK NKJ-209,2,0
NAK NKJ-139,1,0
NAK NKJ-339,0,-7
NAK NKJ129-2,0,-26
SPI 2-13-149X-2G,2,0
SPI 2-13-339XG,2,0
SPI 2-13-1379XG,10,0
NAK NKJ-599,0,-3
SPI 2-13-599XG,1,0
SPI 2-13-129XG,1,0
RIO 11.289.020,0,-18
SPI 1355-499A,2,0
SPI 1105-149,2,0
SPI 1161-279,0,-6
NAK NJH46-139,2,0
NAK NJH26-139,0,-2
NAK NJH61-1449,2,0
SPI 523-449-1,0,-2
SPI 26-227,0,-3
SPI 26-135,0,-4
MOM S1028,1,0
SPI 6.5-3-1371KX,0,-1
SAB 80904,1,0
SAB 80951,1,0
SAB 80236,1,0
SAB 79402,0,-44
SAB 79473,0,-1
SAB 46560 EF,0,-1
SC-1199,0,-1
SAB 80196,3,0
SAB 79310,0,-1
SAB 80901,0,-1
SAB 79150,0,-3
SAB 80321,1,0
SAB 80322,0,-1
SAB 80224,0,-1
SAB 79563,4,0
CIP 1398645X,0,-14
SAB 79109,1,0
SAB 46812 F1,0,-21
SAB 46512 F2,20,0
SAB 51026 EF,0,-4
SAB 48832 FS2,4,0
SAB 48832 EF,0,-4
SAB 48816 EF,20,0
CIP 215242,2,0
SAB 46816 F2,1,0
CIP 522393,7,0
CIP 1953573,0,-7
SAB 46935 F,0,-197
SAB 48821 F4,5,0
SAB 75653,0,-4
SAB 76904,1,0
SAB 48802 FPSD4,0,-1
SAB 48903 FPSD,1,0
SAB 82175,0,-15
SAB 82924,1,0
SAB 46301 FPSD1,0,-1
SAB 99914,0,-1
SAB 79100,0,-2
SAB 46701 FLEX,6,0
SAB 99961,60,0
SAB 82350,2,0
SAB 82313,0,-6
SAB 46501 FLEX,0,-10
DAY KTB221,0,-1
DAY KTB135,0,-3
DAY KTB201,4,0
FAG WBK0002,1,0
SAC 6322,1,0
KS 97.411.960,0,-6
MAH K76550,0,-1
MAH K76570 STD,0,-6
MAH K76650 STD,0,-1
ROTA 2136896A,1,0
BEP B062Q,1,0
BEP B062S,0,-1
DUR 80-20,1,0
ROD RCR-55035,0,-2
FLEX LCC65AM,1,0
FCS-SC074,1,0
FLEX ER103,0,-7
FRU 597N,0,-12
BAT 0720,0,-1
FRU 597,13,0
BEP M164C,1,0
KOM SE3641R,0,-2
RYG T-01/06090,3,0
NAK N-6014,2,0
NAK N-6012,0,-6
NAK N-2020,0,-8
NAK N-1062,0,-5
NAK N-122FP,0,-4
NAK N-196,0,-4
NAK N-1061,5,0
NAK N-235,5,0
NAK N-6010 D,4,0
COR 4504619206,2,0
KOM SE2471,3,0
KOM SE4821,4,0
KOM 48520-50A25,2,0
NAK N-2007,0,-8
KOM MR508135,0,-25
KOM MR508136,0,-5
KOM SE4832,2,0
SPI BA-203326,1,0
RYG 3443570001,4,0
CIN 19.33.0124,1,0
RYG 3603571001,0,-3
TBP S80.8093,0,-1
FCS-SN014 LH,0,-1
AMA 6088,0,-1
FCS-SC011,1,0
TBP S80.8029,0,-2
TBP S80.8049,4,0
KOM D2183,0,-1
NAK NKF-1248P,1,0
FEB 16665,1,0
NAK NKF-1060P,1,0
KOM D1211,1,0
TOT T03A,0,-2
RYG 3525863514,2,0
CIP 803579,0,-1
IC 143370865,0,-1
IC 143371508,1,0
RYG 3074210074,0,-88
CIP 244954,0,-7
RYG 3124231818,3,0
RYG 3024211074,81,0
RYG 177965,0,-1
SC-69,0,-1
RYG 1423018,91,0
FCS-SN015 RH,17,0
RYG 1544331,0,-44
RYG 1423017,36,0
FCS-SN015 LH,0,-42
RYG 1544330,0,-60
CIP 275873,0,-3
PRIO 275873,3,0
"MAH E48030 0,50",1,0
"MAH E48010 0,50",3,0
MAH E48030 STD,7,0
MAH E48010 STD,13,0
MAH S68150 0.25,2,0
"MAH S68150 0,10",0,-2
KS 90.274.704,0,-8
MAH E48510 050,6,0
KS 97.277.800,0,-21
MAH S48410 STD,0,-6
MAH S48510 STD,1,0
MAH S48100 STD,16,0
MAH S48270 STD,18,0
MAH S48980 STD,28,0
MAH S48770 STD,2,0
MAH E-48520 STD,0,-2
MAH E48410 STD,0,-2
MAH E-48510 STD,0,-7
MAH E48270 STD,0,-2
MAH E48100 STD,56,0
MAH E48980 STD,0,-4
MAH E48300 STD,12,0
KS 99.443.800,2,0
KAC K05.02273,2,0
SAC 1236,1,0
REI R488,2,0
BEP M124B,0,-1
BEP M124C,1,0
FCS-SN003-01,1144,0
KOM 45503-19127,8,0
KOM 45503-12131,0,-1
KOM SX-031,0,-1
KOM SX-030,0,-18
KOM SX-035,1,0
KOM 45503-09340,0,-2
KOM 48521-Q5601,0,-69
RYG 3274020371,0,-15
RYG 3814010571,47,0
FAL 12166,0,-1
BEP S210A,0,-6
REI R-005,0,-5
SC 8820017,0,-1
FCS-SCTE-058,0,-3
BEP M071A,0,-1
SPI 40-1722,0,-2
SPI 40-1614,0,-11
SPI 6.5-40-191,1,0
TOP TRA712170,0,-8
NAK N-6514,1,0
ROTA 2134494A,2,0
NAK NKBR-051313,0,-1
URB UR1313RL,0,-1
NAK NKBR-051364,0,-1
NAK NKBR-11985,2,0
WAB 925.325.002.2,2,0
SPI BA-401348,0,-1
SPI BA-402028-X,0,-1
WAB 961.702.007.2,1,0
WAB 961.723.001.2,0,-2
WAB 461.315.007.2,11,0
WAB 461.315.907.2,0,-11
IC 133375501,1,0
WAB 970.051.963.2,0,-6
WAB 411.151.921.2,0,-2
WAB 475.711.002.2,1,0
WAB 973.001.004.2,0,-2
WAB 973.011.004.2,2,0
FAL 32129,6,0
FCS-SC089,1,0
RYG 3199930510,13,0
RYG 3449937010,0,-2
SC 1302168,4,0
CIP 1302168,0,-4
RYG 380,112,0
RYG 384,0,-55
RYG 3459937110,23,0
RYG 3889937110,14,0
RYG 3124232192,0,-1
SAB 00131 BR,1,0
SAB 02376 BRG,0,-2
SAB 01188 BR,1,0
SAB 00116 B,1,0
SAB 01395 B,1,0
SAB 01699 BR,1,0
SAB 02006 BAG,0,-2
SAB 02075 BRE,0,-1
SAB 02845 BRAG,0,-1
SAB 05166 BRAG,1,0
SAB 00853 BR,0,-1
SAB 02730 BRG,0,-1
SAB 00508 BA,52,0
SAB 07985 BRY,0,-1
SAB 02099 BA,0,-1
SAB 02539 BRG,0,-2
SAB 02068 BRG,1,0
SAB 02979 BA,2,0
SAB 02009 B,1,0
SAB 02420 BAGE,13,0
SAB 00310 B,19,0
SAB 01135 BRG,1,0
SAB 10415 MR,0,-1
CIP 315022,14,0
SAB 02180 BG,1,0
SAB 02373 BRG,1,0
SAB 01942 BRGP,0,-2
SAB 02753 BRG,2,0
SAB 00849 BA,0,-1
SAB 07686 GAE,24,0
SAB 02324 BRG,2,0
SAB 02049 BG,10,0
SAB 01549 BRA,2,0
SAB 01884 BRAG,0,-1
SAB 02778 B,0,-2
SAB 01829 B,6,0
SAB 02690 BRG,0,-23
SAB 07291 BRAGF,0,-6
SAB 07395 BARGGG,10,0
SAB 02941 BRAGF,0,-10
SAB 07281 BAGE,0,-10
SAB 05578 BRGF,1,0
SAB 07790 BY,0,-1
SAV 6766,0,-2
SAB 00047 B,7,0
SAB 02007 BAG,1,0
SAB 00500 BAG,0,-1
SAB 02557 BRG,1,0
SAB 00266 BR,73,0
SAB 08316 BRY,1,0
SAB 09205 BRE,0,-32
SAB 02400 BRE,0,-70
SAB 09250 BREF,0,-40
SAB 3044 BRE,8,0
SAB 01815 BAEP,0,-99
SAB 02509 BREF,0,-49
SAB 02786 BREF,0,-24
SAB 02544 BREF,0,-69
SAB 09282 BAEF,6,0
INA F-58550,0,-2
INA F-52386 A,0,-1
KOM 40160-T3060,0,-7
KOM SB7722,1,0
NAK N-6075,2,0
NAK N-1059,0,-1
NAK N-6020,0,-1
NAK N-6026,2,0
NAK N-326,4,0
NAK N-3010,0,-6
NAK N-338,0,-1
NAK N-1012,6,0
NAK N-1020,0,-2
NAK N-3045,6,0
NAK N-1030,0,-2
NAK N-1064,0,-2
NAK N-1007 E,3,0
NAK N-112,4,0
KOM SB4832,0,-3
NAK N-3012,0,-2
KOM SB2471,0,-4
NAK N-3005,0,-2
MEC PV-2842,0,-2
NAK N-357,1,0
NAK N-307,1,0
KOM 43330-19065,13,0
MAR 6201 2RS,6,0
MAR 6201,0,-6
FAG 62204 2RSR,1,0
FAG KHM518445/410,2,0
REI R-4010,1,0
SAC 3151.000.151,0,-1
FAG 5001376100,2,0
SAC 3100.007.203,1,0
MAR 512392,0,-1
MAR 33111,0,-2
FAG 32306,1,0
MAR 32308,1,0
FAG 33111,2,0
MAR 33213,0,-3
MAR T2ED070/VB061,2,0
FAG 538971,0,-2
MAR 32213,3,0
MAR 518995-20,1,0
FAG 521471A,0,-1
SPI 43545,0,-1
CIP 804768,0,-18
BOE 1117,0,-1
BEP B059H,0,-4
SC 177526,4,0
WAY 001.092,0,-2
KOR KA629683,0,-1
SAC 3182 009 938,0,-1
SC-1002,0,-4
REI R-299A,0,-1
REI R-299,1,0
REI R-345,20,0
REI R-326,0,-10
BEP M047C,0,-8
BEP S241,1,0
REI R-075,0,-64
RYG 137207,2,0
REI R-699,0,-1
FCS-SCFO-065 RH,2,0
REI R-014,0,-10
REI R-773,0,-10
REI R-834,0,-1
BEP M149Q,1,0
BEP M149P,0,-2
BEP M149B,8,0
FERV 01-0340,0,-1
AIR 140134,0,-20
AIR 135632,0,-2
AIR 136102,2,0
FERV 06-3710RA-AL,0,-1
AIR 110222,0,-1
TOM TO-058,0,-2
FRU 3690,0,-20
FRU 3547,1,0
FRU 3393,0,-1
FRU 3583,1,0
FRU 3558,16,0
BEP M193A,0,-1
BEP M194S,0,-1
FCS-SC154,5,0
FCS-SC147,4,0
RYG 3221300019,3,0
MON 1374295,37,0
MON 522325,0,-1
CIP 1374295,0,-37
MON 1503683,0,-1
CIP 1676744,1,0
RYG 308710,0,-2
RYG 3864707005,0,-1
TRI TV-4080,0,-3
RYG 1483101,0,-1
CIP 467365,0,-1
LEM LM19,1,0
LEM LM18,0,-1
LEM LM20,0,-7
NAK N-524,0,-1
LEM LM5,0,-1
NAK N-538,3,0
NAK N-525,4,0
NAK N-528,0,-3
NAK N-526 D,0,-1
MEC TI-4867,0,-1
RYG 1358794,0,-8
LEM LM9,5,0
NAK N-604,4,0
BEP S349M,9,0
SC 1398645,14,0
IC 132602600,1,0
BEP S304R,2,0
BEP S304S,0,-2
IC 134101300,2,0
IC 132602300,0,-1
RYG 387877,10,0
RYG 315085,0,-10
IC 133570300,1,0
IC 133571500,1,0
IC 133571900,5,0
IC 133570900,3,0
VET VPR-7100,2,0
VET VPR-7000,0,-2
MAH TC0760002,1,0
GARR 452232-5017S,1,0
MAH TC0760003,0,-1
GARR 466646-5041S,1,0
GARR 466646-9041S,0,-1
RGR CI0852-06,1,0
RGR CI0852-05,0,-1
FLEX EML103,0,-8
KS 50.017.389,1,0
KS 50.017.757,0,-18
KS 50.017.391,0,-1
MAH VA0760013,0,-2
MAH VA0760215,6,0
MAH VA0760103,1,0
FLEX DR103,1,0
MAH VE0480003,13,0
KS 50.017.055,2,0
MAH VE0480005,1,0
MAH VE0480245,2,0
MAH VE0760012,0,-12
MAH VE0760102,0,-18
KS 50.009.017,0,-6
WAB 975.303.473.0,1,0
IC 132613200,2,0
IC 132602900,0,-1
IC 132603200,0,-1
BEP D720G,0,-1
MOM S222,1,0
BOE 6151,0,-1
MER-005,1,0
8BALDE SIN ROTULO,8,0
NAPA774350,15,0
Sin Codigo,5,0
S/C,1,0
3897,1,0
KOM 343408,1,0
NAK SE-32789,1,0
KOM 334361,1,0
KOM 334362,1,0
KOM 334363,1,0
101.06.40/150,1,0
VAL 833403,7,0
PC43145STD,1,0
PC46247STD,1,0
KOM 40160-50A00,8,0
LAN TJ-0250-6 95 MM,3,0
DR-5134,60,0
MAH C48100 0.75,18,0
KS 89.367.810,12,0
KS 89.439.810,2,0
"MAH M480852 0,25",10,0
"MAH B76541 0,25",2,0
MAH B48546 STD ,4,0
MAH B76541 STD,6,0
CAS 06820,17,0
CAS 10W40,1,0
M178V,1,0
AMA 961,1,0
SAC 3100 002 255,6,0
DR-4531,40,0
DAY 3PK0760,4,0
Sin Codigo,1,0
wynns 16303bt,6,0
TEC ASR-942,6,0
SH-0614,8,0
BEP W-905,1,0
TH-903,20,0
OK71E-23-603,2,0
LUB LP-5560,1,0
LUB LH-4923,1,0
LUB LFF-3581,12,0
LUB AF-206,11,0
CF-1440,1,0
LANS EF-989,5,0
MAS FF-5829,1,0
LAN HF-3105,3,0
LAN EF-827,9,0
MAH OC035,3,0
LX450,3,0
LUB 26801,1,0
E-618L,1,0
M78KS,1,0
G-6598T,20,0
EF-496,6,0
BR-1044,10,0
LUB LAF-8405,9,0
TEC AR-6195,4,0
TEC G-2920,12,0
PSC-996,1,0
15400-634-003-4,5,0
LAN-BL-2126,4,0
MAS MAP-118,36,0
MAS MAP-100/188,17,0
LP-161,2,0
PKO 8-94217272-0,4,0
FB-42,1,0
WIX-51613,2,0
LFF5784,1,0
LEA-255/1,10,0
MAP-118,1,0
MAP-126,1,0
PLB6355,1,0
LUB LAF 8821,1,0
MAS AMP-030/1,2,0
MAS AMP-62,4,0
MAS MCP-175,2,0
LUB AF-644,3,0
LAN EF-807-R,8,0
LAN EF-791-R,6,0
LAN EF-826,6,0
LAN EF-735,3,0
LAN EF-726,2,0
LAN EF-478,1,0
SSF-96182200,1,0
LUB AF-4012,1,0
LUB AF-389,1,0
LAF-71,6,0
CAT 6I-2501,1,0
LUB AF4012,1,0
LUB AF-52,1,0
TEC AP-1002,5,0
TEC AP-4935,1,0
FE-822,1,0
247-AR,2,0
TEC AP-1006,4,0
AF-601,1,0
LX450,3,0
MAN CF-810,1,0
MAP-48,2,0
NIS AF-52,10,0
KK150-13-Z40,2,0
FIL AJ-520,1,0
ARL9801,1,0
AP-5573,1,0
MAS MCP-173,1,0
MAS EA-255/1,8,0
MAS MCP-176,3,0
MAS AMP-044,39,0
MAS MCP-161,23,0
MAS MCP-192,6,0
LUB L-2020-FN,3,0
31911-2200,54,0
L-3524-F,2,0
34150 894/1,1,0
33256 894/1,1,0
G-2904,1,0
PKF-MB433425,2,0
5-13211-018-0,1,0
MCP-191,1,0
SH-0614,8,0
LFH-4935,15,0
LFH-3762,1,0
TEC PSH-086,1,0
EF-837R,1,0
MAS EA-272,30,0
PH1006T,130,0
LFF-8063,3,0
LAN DR-1086P,2,0
LUB LFP-959-F,3,0
SAM PKF-619,97,0
KM W028,9,0
NAK NKJ669,1,0
2248912,4,0
NAK NKJ-539,3,0
LUB 5-07768-090,10,0
BEP M164GI,2,0
SE3661,1,0
KS 90.274.737,8,0
KNO K014700001,4,0
114302,20,0
AMA 311,1,0
AMA 310,1,0
AMA 463E,1,0
TOT TRA-712170,8,0
MER-063,1,0
TOT TO-003A,2,0
Sin Codigo,18,0
Sin Codigo,10,0
Sin Codigo,1,0
SAB 07970 BGY,40,0
02938BRAG,84,0
KOM 40160-2S601,1,0
"MAH 101,06,40/150",1,0
COD SEGURO,1,0
AMA 522,1,0
AMA 964D,1,0
KOM241171,6,0
OME058,2,0
M154I,12,0
RYG 2875,119,0
KOM 45046-29115,2,0
Sin Codigo,1390,0
Sin Codigo,110,0
Sin Codigo,1388,0
Sin Codigo,209,0
VAL 818289,3,0
VAL 710996,264,0
